"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT1G01940",559.247801191913,0.817781373165767,0.175902531591834,0.0000018224933895254,0.0000083506653515132,"temperature_stress_(heat_stress)","CYP18-1","Heat stress induced cyclophilin involved in splicing of retained introns.Modulates phosphorylation status of PRP18 to modulate the splicosome activity under heat stress.","Jo, S. H., Park, H. J., Lee, A., Jung, H., Park, J. M., Kwon, S. Y., ... & Cho, H. S. (2022). The Arabidopsis cyclophilin CYP18-1 facilitates PRP18 dephosphorylation and the splicing of introns retained under heat stress. The Plant Cell, 34(6), 2383-2403."
"AT1G06180",264.401731865872,0.654054036389262,0.236211321458937,0.00368530323264579,0.00961128557932743,"radiation_stress_(uv-b)","MYB13","a novel positive regulator in UV-B-induced cotyledon expansion and stress acclimation.UV-B inducible and is predominantly expressed in the cotyledons.","Qian, C., Chen, Z., Liu, Q., Mao, W., Chen, Y., Tian, W., ... & Huang, X. (2020). Coordinated transcriptional regulation by the UV-B photoreceptor and multiple transcription factors for plant UV-B responses. Molecular plant, 13(5), 777-792."
"AT1G06460",8650.87072875415,-0.361610210358072,0.147921629170971,0.0126985620613465,0.0289600540028975,"temperature_stress_(heat_stress)","ACD32.1","encodes an alpha-crystallin domain containing protein with homology to small heat shock proteins.","Chandler, J. W., & Melzer, S. (2004). An α‐crystallin gene, ACD31. 2 from Arabidopsis is negatively regulated by FPF1 overexpression, floral induction, gibberellins, and long days. Journal of experimental botany, 55(401), 1433-1435."
"AT1G07890",45.4736637455683,1.08383125269965,0.3638610037552,0.00103925408485377,0.00304555775490536,"oxidative_stress","APX1","Encodes a cytosolic ascorbate peroxidase APX1. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.","Koussevitzky, S., Suzuki, N., Huntington, S., Armijo, L., Sha, W., Cortes, D., ... & Mittler, R. (2008). Ascorbate peroxidase 1 plays a key role in the response of Arabidopsis thaliana to stress combination. Journal of Biological Chemistry, 283(49), 34197-34203."
"AT1G77510",3010.98496967565,2.36632040733097,0.154416748050785,0.00000000000000000000000000000000000000000000000000000592507660067467,0.000000000000000000000000000000000000000000000000000657229667020368,"excess_light_stress_(photoinhibithion)","PDIL1-2","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response. This protein has been shown to be an attenuator of D1 synthesis, modulating photoinhibition in a light-regulated manner.","Lu, Y. (2016). Identification and roles of photosystem II assembly, stability, and repair factors in Arabidopsis. Frontiers in plant science, 7, 168."
"AT2G04030",1148.73070025689,1.63703001936624,0.162025894011201,0.00000000000000000000000103102042961409,0.0000000000000000000000227759402870766,"temperature_stress_(heat_stress)","HSP90-5","Encodes a chloroplast-targeted 90-kDa heat shock protein located in the stroma involved in red-light mediated deetiolation response and crucial for protein import into the chloroplast stroma. Mutants are resistant to chlorate, have elongated hypocotyls in light, and affect the expression of NR2, CAB, and RBCS but NOT NR1 and NiR.","Danilova, M. N., Kudryakova, N. V., Doroshenko, A. S., Zabrodin, D. A., Vinogradov, N. S., & Kuznetsov, V. V. (2016). Molecular and physiological responses of Arabidopsis thaliana plants deficient in the genes responsible for ABA and cytokinin reception and metabolism to heat shock. Russian Journal of Plant Physiology, 63, 308-318."
"AT2G05590",11.4575500920545,-1.62204341231826,0.65221809864694,0.00210294125492768,0.0057828106371039,"oxidative_stress","OXR2","TLDc domain protein that confers increased tolerance to oxidative stress.","Colombatti, F., Mencia, R., Garcia, L., Mansilla, N., Alemano, S., Andrade, A. M., ... & Welchen, E. (2019). The mitochondrial oxidation resistance protein AtOXR2 increases plant biomass and tolerance to oxidative stress. Journal of Experimental Botany, 70(12), 3177-3195."
"AT2G26150",84.3617723782159,6.12347073187086,0.960350582669052,0.0000000000201462231708005,0.000000000163344198878152,"temperature_stress_(heat_stress)","HSFA2","member of Heat Stress Transcription Factor (Hsf) family. Involved in response to misfolded protein accumulation in the cytosol. Regulated by alternative splicing and non-sense-mediated decay.","Evrard, A., Kumar, M., Lecourieux, D., Lucks, J., von Koskull-Döring, P., & Hirt, H. (2013). Regulation of the heat stress response in Arabidopsis by MPK6-targeted phosphorylation of the heat stress factor HsfA2. PeerJ, 1, e59."
"AT2G30950",32158.656582388,-0.301141028345127,0.112221242116932,0.0066609257484988,0.0163263141970962,"excess_light_stress_(photoinhibithion)","VAR2","Metalloprotease that functions in thylakoid membrane biogenesis. Involved in the repair of PSII following damaged incurred during photoinhibition. Forms a complex with VAR1. Mutants show a variegated phenotype, which decreases during development. Transcript and protein levels increase with light intensity. In plsp1-1 mutant plastids, the nonmature form of the protein localizes in the membrane.","Rosso, D., Bode, R., Li, W., Krol, M., Saccon, D., Wang, S., ... & Huner, N. P. (2009). Photosynthetic redox imbalance governs leaf sectoring in the Arabidopsis thaliana variegation mutants immutans, spotty, var1, and var2. The Plant Cell, 21(11), 3473-3492."
"AT2G32950",1304.03289381611,0.294526458954799,0.104434078595012,0.00441687729889416,0.0112987969136677,"radiation_stress_(uv-b)","COP1","Represses photomorphogenesis and induces skotomorphogenesis in the dark. Contains a ring finger zinc-binding motif, a coiled-coil domain, and several WD-40 repeats, similar to G-beta proteins. The C-terminus has homology to TAFII80, a subunit of the TFIID component of the RNA polymerase II of Drosophila. Nuclear localization in the dark and cytoplasmic in the light. The mRNA is cell-to-cell mobile.","Oravecz, A., Baumann, A., Máté, Z., Brzezinska, A., Molinier, J., Oakeley, E. J., ... & Ulm, R. (2006). CONSTITUTIVELY PHOTOMORPHOGENIC1 is required for the UV-B response in Arabidopsis. The Plant Cell, 18(8), 1975-1990."
