"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT3G03380",7369.70070642627,-0.580962307734099,0.0768618056250368,0.000000000000023976899478114,0.000000000000768576588758813,"excess_light_stress_(photoinhibithion)","DEG7","Encodes a putative DegP protease. The mRNA is cell-to-cell mobile.","Sun, X., Fu, T., Chen, N., Guo, J., Ma, J., Zou, M., ... & Zhang, L. (2010). The stromal chloroplast Deg7 protease participates in the repair of photosystem II after photoinhibition in Arabidopsis. Plant physiology, 152(3), 1263-1273."
"AT3G06050",3624.94206635268,0.477423227942152,0.118910162408437,0.0000434580412182882,0.000264849203204894,"oxidative_stress","PRXIIF","Encodes a mitochondrial matrix localized peroxiredoxin involved in redox homeostasis. Knockout mutants have reduced root growth under certain oxidative stress conditions.","Finkemeier, I., Goodman, M., Lamkemeyer, P., Kandlbinder, A., Sweetlove, L. J., & Dietz, K. J. (2005). The mitochondrial type II peroxiredoxin F is essential for redox homeostasis and root growth of Arabidopsis thaliana under stress. Journal of Biological Chemistry, 280(13), 12168-12180."
"AT3G08970",234.690471573283,1.8071232357056,0.21925859340364,0.0000000000000000232266798523469,0.00000000000000109804546748011,"temperature_stress_(heat_stress)","ATERDJ3A","J domain protein localized in ER lumen. Can compensate for the growth defect in jem1 scj1 mutant yeast. Also shows similarity to HSP40 proteins and is induced by heat stress. At high temperatures, mutant alleles are not transmitted through the pollen due to defects in pollen tube growth.","Singh, M. B., Lohani, N., & Bhalla, P. L. (2021). The role of endoplasmic reticulum stress response in pollen development and heat stress tolerance. Frontiers in Plant Science, 12, 661062."
"AT3G15850",3404.54542809114,-1.44093740794342,0.157156778428211,0.00000000000000000000515869206420754,0.00000000000000000036158992242052,"excess_light_stress_(photoinhibithion)","FAD5","Chloroplastic enzyme responsible for the synthesis of 16:1 fatty acids from galactolipids and sulpholipids. Uses ferredoxin as electron donor. The mRNA is cell-to-cell mobile.","Rea, A. C. (2020). More than just a FAD (5): unsaturated fatty acids in chloroplasts elicit protective autoimmunity."
"AT3G24520",338.702630051291,-0.687219442427496,0.209448285562628,0.000462599808328155,0.00214603529154704,"temperature_stress_(heat_stress)","HSFC1","member of Heat Stress Transcription Factor (Hsf) family","Albihlal, W. S., Obomighie, I., Blein, T., Persad, R., Chernukhin, I., Crespi, M., ... & Mullineaux, P. M. (2018). Arabidopsis HEAT SHOCK TRANSCRIPTION FACTORA1b regulates multiple developmental genes under benign and stress conditions. Journal of Experimental Botany, 69(11), 2847-2862."
"AT3G25230",321.218528536442,0.532250460876864,0.1526964306285,0.000315128427701267,0.00153391680039404,"temperature_stress_(heat_stress)","ROF1","Encodes a a high molecular weight member of the FK506 binding protein (FKBP) family. It has three FKBP12-like domains, tetratricopeptide repeats, and a putative calmodulin binding domain. Modulates thermotolerance by interacting with HSP90.1 and affecting the accumulation of HsfA2-regulated sHSPs. Belongs to one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.","Aviezer-Hagai, K., Skovorodnikova, J., Galigniana, M., Farchi-Pisanty, O., Maayan, E., Bocovza, S., ... & Breiman, A. (2007). Arabidopsis immunophilins ROF1 (AtFKBP62) and ROF2 (AtFKBP65) exhibit tissue specificity, are heat-stress induced, and bind HSP90. Plant molecular biology, 63, 237-255."
"AT4G04810",245.988073305812,2.10549731802843,0.189808947503764,0.00000000000000000000000000001437713320307,0.00000000000000000000000000227652377254636,"oxidative_stress","MSRB4","methionine sulfoxide reductase B4;(source:Araport11)","Vieira Dos Santos, C., Cuiné, S., Rouhier, N., & Rey, P. (2005). The Arabidopsis plastidic methionine sulfoxide reductase B proteins. Sequence and activity characteristics, comparison of the expression with plastidic methionine sulfoxide reductase A, and induction by photooxidative stress. Plant Physiology, 138(2), 909-922."
"AT4G13980",757.406223947071,-0.436128040779982,0.116742210195584,0.000138813074185981,0.000742662661302364,"temperature_stress_(heat_stress)","HSFA5","member of Heat Stress Transcription Factor (Hsf) family","Baniwal, S. K., Chan, K. Y., Scharf, K. D., & Nover, L. (2007). Role of heat stress transcription factor HsfA5 as specific repressor of HsfA4. Journal of Biological Chemistry, 282(6), 3605-3613.

"
"AT4G14690",22.1003302125924,3.27242038369632,0.776275892106744,0.00000369983963202988,0.0000283942437161767,"radiation_stress_(uv-b)","ELIP2","Encodes an early light-induced protein. ELIPs are thought not to be directly involved in the synthesis and assembly of specific photosynthetic complexes, but rather affect the biogenesis of all chlorophyll-binding complexes. A study (PMID 17553115) has shown that the chlorophyll synthesis pathway was downregulated as a result of constitutive ELIP2 expression, leading to decreased chlorophyll availability for the assembly of pigment-binding proteins for photosynthesis.","Samson Ezeh, O., Hayami, N., Mitai, K., Kodama, W., Iuchi, S., & Y. Yamamoto, Y. (2024). Requirement of two simultaneous environmental signals for activation of Arabidopsis ELIP2 promoter in response to high light, cold, and UV-B stresses. Plant Signaling & Behavior, 19(1), 2389496."
"AT4G18880",945.878153661395,0.523301410429334,0.148665511280398,0.000280346201741276,0.0013817550933376,"temperature_stress_(heat_stress)","HSF A4A","Encodes a member of Heat Stress Transcription Factor(Hsf) family that is a substrate of the MPK3/MPK6 signaling and regulates stress responses.","Andrási, N., Rigó, G., Zsigmond, L., Pérez-Salamó, I., Papdi, C., Klement, E., ... & Szabados, L. (2019). The mitogen-activated protein kinase 4-phosphorylated heat shock factor A4A regulates responses to combined salt and heat stresses. Journal of Experimental Botany, 70(18), 4903-4918."
"AT4G21830",19.4295593162511,6.79197375676215,2.41823241871408,0.0000012512827176088,0.0000107133440496245,"oxidative_stress","MSRB7","methionine sulfoxide reductase B7;(source:Araport11)","Li, C. W., Lee, S. H., Chieh, P. S., Lin, C. S., Wang, Y. C., & Chan, M. T. (2012). Arabidopsis root-abundant cytosolic methionine sulfoxide reductase B genes MsrB7 and MsrB8 are involved in tolerance to oxidative stress. Plant and Cell Physiology, 53(10), 1707-1719."
"AT4G21840",74.4484124990878,4.64370245562515,0.728412654766664,0.0000000000346498112454421,0.000000000687892967210307,"oxidative_stress","MSRB8","methionine sulfoxide reductase B8;(source:Araport11)","Li, C. W., Lee, S. H., Chieh, P. S., Lin, C. S., Wang, Y. C., & Chan, M. T. (2012). Arabidopsis root-abundant cytosolic methionine sulfoxide reductase B genes MsrB7 and MsrB8 are involved in tolerance to oxidative stress. Plant and Cell Physiology, 53(10), 1707-1719."
"AT4G30950",12807.9832553366,-0.548830161087649,0.124982586212275,0.00000704639003006762,0.0000509951437060373,"excess_light_stress_(photoinhibithion)","FAD6","Chloroplastic enzyme responsible for the synthesis of 16:2 and 18:2 fatty acids from galactolipids, sulpholipids and phosphatidylglycerol. Uses ferredoxin as electron donor. Gene mutation resulted in reduced level of unsaturated fatty acids leading to susceptibility to photoinhibition.","Zhang, J. T., Zhu, J. Q., Zhu, Q., Liu, H., Gao, X. S., & Zhang, H. X. (2009). Fatty acid desaturase-6 (Fad6) is required for salt tolerance in Arabidopsis thaliana. Biochemical and biophysical research communications, 390(3), 469-474."
"AT4G35000",4775.19622817867,-0.277892827147262,0.0750241756008048,0.000194662105898928,0.00100170192904333,"oxidative_stress","APX3","Encodes a microsomal ascorbate peroxidase APX3. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. The APX3 protein interacts with AKR2 (ankyrin-containing protein that interacts with AFT1) and AFT1, a 14-3-3 protein.",NA
"AT4G38620",545.089157498962,0.844969180221062,0.181142630180627,0.00000117337099144036,0.0000101022130723911,"radiation_stress_(uv-b)","MYB4","Encodes a R2R3 MYB protein which is involved in the response to UV-B. It functions as a repressor of target gene expression. One of its target genes encodes cinnamate 4-hydroxylase; mutants accumulate sinapate esters in their leaves. MYB4 binds to its own promoter and represses its own expression. Nuclear localization of MYB4 depends on the action of the beta importin SAD2. The mRNA is cell-to-cell mobile.","Mitra, M., Agarwal, P., Kundu, A., Banerjee, V., & Roy, S. (2019). Investigation of the effect of UV-B light on Arabidopsis MYB4 (AtMYB4) transcription factor stability and detection of a putative MYB4-binding motif in the promoter proximal region of AtMYB4. PLoS One, 14(8), e0220123."
"AT5G02500",32903.1154682183,0.396005866026989,0.136099305596336,0.00283349703102123,0.0105606179494189,"temperature_stress_(heat_stress)","HSP70-1","Encodes a member of heat shock protein 70 family. Hsc70-1 negatively regulates the expression of Hsp101 through HsfA1d, HsfA1e and HsfA2. During non-HS condition, Hsc70-1 attenuates the activity of HsfAs and finally affects the expression of HsfA2 and Hsp101 genes. hsc70-1 mutant showed thermotolerance phenotype due to higher expression of Hsp101 and other HS inducible genes.","Lee, J. H., & Schöffl, F. (1996). An Hsp70 antisense gene affects the expression of HSP70/HSC70, the regulation of HSF, and the acquisition of thermotolerance in transgenic Arabidopsis thaliana. Molecular and General Genetics MGG, 252, 11-19."
"AT5G03720",295.036147932835,-1.06503158390794,0.195981828308448,0.0000000141829930374071,0.000000174038720326471,"temperature_stress_(heat_stress)","HSFA3","Member of Heat Stress Transcription Factor (Hsf) family. Expression is regulated by DREB2A and in turn HSFA3 regulates the expression of hsps Hsp18.1-CI and Hsp26.5-MII35S. Involved in establishing thermotolerence.","Yoshida, T., Sakuma, Y., Todaka, D., Maruyama, K., Qin, F., Mizoi, J., ... & Yamaguchi-Shinozaki, K. (2008). Functional analysis of an Arabidopsis heat-shock transcription factor HsfA3 in the transcriptional cascade downstream of the DREB2A stress-regulatory system. Biochemical and biophysical research communications, 368(3), 515-521."
"AT5G10720",19.6361253001743,3.62558955019442,0.960077512116541,0.0000125284915242572,0.0000859372128692854,"oxidative_stress","HK5","member of Histidine Kinase","Vanderauwera, S., Hoeberichts, F. A., & Van Breusegem, F. (2009). Hydrogen peroxide-responsive genes in stress acclimation and cell death. Reactive oxygen species in plant signaling, 149-164."
"AT5G11260",143.353137723476,-0.55838156933605,0.235386606221423,0.0100485449103268,0.0309571030201524,"radiation_stress_(uv-b)","HY5","Basic leucine zipper (bZIP) transcription factor. Nuclear localization. Involved in light-regulated transcriptional activation of G-box-containing promoters. Negatively regulated by Cop1. Although cytokinins do not appear to affect the gene Primes promoter activity, they appear to stabilize the protein. HY5 plays a role in anthocyanin accumulation in far-red light and blue light, but not in red light or in the dark. Mutant studies showed that the gene product is involved in the positive regulation of the PHYA-mediated inhibition of hypocotyl elongation. Binds to G- and Z-boxes, and other ACEs, but not to E-box. Loss of function mutation shows ABA resistant seedling phenotypes suggesting involvement for HY5 in mediating ABA responses. Binds to the promoter of ABI5 and regulates its expression.","Job, N., Lingwan, M., Masakapalli, S. K., & Datta, S. (2022). Transcription factors BBX11 and HY5 interdependently regulate the molecular and metabolic responses to UV-B. Plant physiology, 189(4), 2467-2480."
"AT5G16470",4354.37773083376,-0.746723611340173,0.106338987852188,0.00000000000100013104026903,0.0000000000254732988308833,"excess_light_stress_(photoinhibithion)","MBS2","zinc finger (C2H2 type) family protein;(source:Araport11)","Shumbe, L., d'Alessandro, S., Shao, N., Chevalier, A., Ksas, B., Bock, R., & Havaux, M. (2017). METHYLENE BLUE SENSITIVITY 1 (MBS1) is required for acclimation of Arabidopsis to singlet oxygen and acts downstream of β‐cyclocitral. Plant, cell & environment, 40(2), 216-226."
"AT5G43840",6.61136141251163,-2.4997103752428,1.05248486703351,0.00104822558964649,0.00442398998456296,"temperature_stress_(heat_stress)","HSFA6A","member of Heat Stress Transcription Factor (Hsf) family","Hwang, S. M., Kim, D. W., Woo, M. S., Jeong, H. S., Son, Y. S., Akhter, S., ... & Bahk, J. D. (2014). Functional characterization of A rabidopsis HsfA6a as a heat‐shock transcription factor under high salinity and dehydration conditions. Plant, cell & environment, 37(5), 1202-1222."
"AT5G48570",389.446589956562,1.66178821929869,0.271667819685413,0.000000000129939307651058,0.00000000233775133580291,"temperature_stress_(heat_stress)","ROF2","Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.","Aviezer-Hagai, K., Skovorodnikova, J., Galigniana, M., Farchi-Pisanty, O., Maayan, E., Bocovza, S., ... & Breiman, A. (2007). Arabidopsis immunophilins ROF1 (AtFKBP62) and ROF2 (AtFKBP65) exhibit tissue specificity, are heat-stress induced, and bind HSP90. Plant molecular biology, 63, 237-255."
"AT5G52250",233.796833099414,-2.06641874312212,0.237389872083458,0.000000000000000000298058299814812,0.0000000000000000173713135490739,"radiation_stress_(uv-b)","RUP1","Encodes a transducin protein whose gene expression is induced by UV-B. This induction is reduced in hy5 mutant and may be a target of HY5 during UV-B response. Functions as a repressor of UV-B signaling.UV-B-specific signaling component that orchestrates expression of a range of genes with vital UV-protective functions. Located in the nucleus and the cytosol. Associates with chromatin via histones. UV-B light promotes URV8 protein accumulation in the nucleus. UVR8 interaction with COP1 is negatively regulated by RUP1 and RUP2.","Gruber, H., Heijde, M., Heller, W., Albert, A., Seidlitz, H. K., & Ulm, R. (2010). Negative feedback regulation of UV-B–induced photomorphogenesis and stress acclimation in Arabidopsis. Proceedings of the National Academy of Sciences, 107(46), 20132-20137."
"AT5G63860",6768.78363155237,-0.253401224371119,0.105283007707849,0.0144574409579937,0.0422613251313239,"radiation_stress_(uv-b)","UVR8","UV-B-specific signaling component that orchestrates expression of a range of genes with vital UV-protective functions. Located in the nucleus and the cytosol. Associates with chromatin via histones. UV-B light promotes URV8 protein accumulation in the nucleus. UVR8 interaction with COP1 is negatively regulated by RUP1 and RUP2.","Xiong, Y., Xing, Q., & Müller-Xing, R. (2021). A novel UV-B priming system reveals an UVR8-depedent memory, which provides resistance against UV-B stress in Arabidopsis leaves. Plant Signaling & Behavior, 16(4), 1879533."
"AT5G63980",1767.95859523049,0.902662672224728,0.161574278617428,0.00000000816883701279226,0.000000104893933014775,"oxidative_stress","SAL1","Encodes a bifunctional protein that has 3'(2'),5'-bisphosphate nucleotidase and inositol polyphosphate 1-phosphatase activities and rescues sulfur assimilation mutants in yeast. It is involved in the response to cold, drought (negative regulator of drought tolerance), and ABA. Mutants in this gene exhibit enhanced induction of stress genes in response to cold, ABA, salt and dehydration and increased levels of 3'-phosphoadenosine 5'-phosphate (PAP). Involved in degradation of small mRNAs. Mutants also affect the accumulation of miRNA target cleavage products. Regulates light-dependent repression of hypocotyl elongation and flowering time via its 3'(2'),5'-bisphosphate nucleotidase activity. Its activity is sensitive to the redox state of its environment, decreasing under oxidative conditions and is regulated by dimerization and intra and inter-molecular disulfide bond formation.","Chan, K. X., Mabbitt, P. D., Phua, S. Y., Mueller, J. W., Nisar, N., Gigolashvili, T., ... & Pogson, B. J. (2016). Sensing and signaling of oxidative stress in chloroplasts by inactivation of the SAL1 phosphoadenosine phosphatase. Proceedings of the National Academy of Sciences, 113(31), E4567-E4576."
"AT5G66570",136301.562436504,-0.547071320067706,0.114308819016615,0.00000107010203783512,0.00000928917835683492,"excess_light_stress_(photoinhibithion)","PSBO1","Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In Arabidopsis thaliana the PsbO proteins are encoded by two genes: psbO1 and psbO2. PsbO1 is the major isoform in the wild-type. In plsp1-1 mutant plastids, the nonmature form of the protein localizes in the membrane. The mRNA is cell-to-cell mobile.","Allahverdiyeva, Y., Mamedov, F., Holmström, M., Nurmi, M., Lundin, B., Styring, S., ... & Aro, E. M. (2009). Comparison of the electron transport properties of the psbo1 and psbo2 mutants of Arabidopsis thaliana. Biochimica et Biophysica Acta (BBA)-Bioenergetics, 1787(10), 1230-1237."
