"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT1G06460",9412.12805607643,0.563831182503666,0.133917263291429,0.000000778471863746188,0.0000619089992694995,"temperature_stress_(heat_stress)","ACD32.1","encodes an alpha-crystallin domain containing protein with homology to small heat shock proteins.","Chandler, J. W., & Melzer, S. (2004). An α‐crystallin gene, ACD31. 2 from Arabidopsis is negatively regulated by FPF1 overexpression, floral induction, gibberellins, and long days. Journal of experimental botany, 55(401), 1433-1435."
"AT1G21910",777.983299034898,-0.88023237256974,0.317744272204691,0.0000239523818724676,0.000960197218614044,"temperature_stress_(heat_stress)","DREB26","encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10.","Krishnaswamy, S., Verma, S., Rahman, M. H., & Kav, N. N. (2011). Functional characterization of four APETALA2-family genes (RAP2. 6, RAP2. 6L, DREB19 and DREB26) in Arabidopsis. Plant molecular biology, 75, 107-127."
"AT1G67970",839.922618746008,-0.448301382862283,0.128585068488468,0.0000122273771410591,0.000570504439861816,"temperature_stress_(heat_stress)","HSFA8","member of Heat Stress Transcription Factor (Hsf) family","Giesguth, M., Sahm, A., Simon, S., & Dietz, K. J. (2015). Redox-dependent translocation of the heat shock transcription factor AtHSFA8 from the cytosol to the nucleus in Arabidopsis thaliana. FEBS letters, 589(6), 718-725."
"AT1G77510",3024.18704030288,-0.341736488781326,0.178496074907055,0.001696659865337,0.026912172974853,"excess_light_stress_(photoinhibithion)","PDIL1-2","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response. This protein has been shown to be an attenuator of D1 synthesis, modulating photoinhibition in a light-regulated manner.","Lu, Y. (2016). Identification and roles of photosystem II assembly, stability, and repair factors in Arabidopsis. Frontiers in plant science, 7, 168."
"AT2G26150",51.7224763397817,-3.01246580677097,0.612764685579807,0.0000000098881944613409,0.00000176576185276472,"temperature_stress_(heat_stress)","HSFA2","member of Heat Stress Transcription Factor (Hsf) family. Involved in response to misfolded protein accumulation in the cytosol. Regulated by alternative splicing and non-sense-mediated decay.","Evrard, A., Kumar, M., Lecourieux, D., Lucks, J., von Koskull-Döring, P., & Hirt, H. (2013). Regulation of the heat stress response in Arabidopsis by MPK6-targeted phosphorylation of the heat stress factor HsfA2. PeerJ, 1, e59."
"AT2G26300",3404.63920054473,-0.23453352205585,0.0930571865369885,0.000692878299955541,0.0134754539069571,"oxidative_stress","GP ALPHA 1","Encodes an alpha subunit of a heterotrimeric GTP-binding protein. The active GTP-bound form of GPA1 binds to the GTG1 and GTG2 abscisic acid (ABA) receptors and appears to affect their GTPase and GTP-binding activity, and hence, ABA binding abilities. GPA1 is a positive regulator in ABA-mediated inhibition of stomatal opening. Plants with recessive mutant alleles have complex phenotypes including: reduced brassinolide response, reduced cell divisions, round leaves, short hypocotyls. It is likely to be involved in the signaling events that trigger unfolded protein response-associated cell death. GPA1 is also involved in sugar signaling. The mRNA is cell-to-cell mobile.","Joo, J. H., Wang, S., Chen, J. G., Jones, A. M., & Fedoroff, N. V. (2005). Different signaling and cell death roles of heterotrimeric G protein α and β subunits in the Arabidopsis oxidative stress response to ozone. The Plant Cell, 17(3), 957-970."
"AT2G30950",28305.969809828,-0.507994584067028,0.132219732948559,0.00000323281739104626,0.000192431006097944,"excess_light_stress_(photoinhibithion)","VAR2","Metalloprotease that functions in thylakoid membrane biogenesis. Involved in the repair of PSII following damaged incurred during photoinhibition. Forms a complex with VAR1. Mutants show a variegated phenotype, which decreases during development. Transcript and protein levels increase with light intensity. In plsp1-1 mutant plastids, the nonmature form of the protein localizes in the membrane.","Rosso, D., Bode, R., Li, W., Krol, M., Saccon, D., Wang, S., ... & Huner, N. P. (2009). Photosynthetic redox imbalance governs leaf sectoring in the Arabidopsis thaliana variegation mutants immutans, spotty, var1, and var2. The Plant Cell, 21(11), 3473-3492."
"AT2G38340",48.5005770684701,-0.538128595763387,0.507681675258873,0.0019545295616765,0.0297618792093112,"temperature_stress_(heat_stress)","DREB19","encodes a member of the DREB subfamily A-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are eight members in this subfamily including DREB2A AND DREB2B that are involved in response to drought.","Krishnaswamy, S., Verma, S., Rahman, M. H., & Kav, N. N. (2011). Functional characterization of four APETALA2-family genes (RAP2. 6, RAP2. 6L, DREB19 and DREB26) in Arabidopsis. Plant molecular biology, 75, 107-127."
"AT3G02990",236.507695675067,0.470121478750707,0.167186780031997,0.00010013813107902,0.00305911867618225,"temperature_stress_(heat_stress)","HSFA1E","member of Heat Stress Transcription Factor (Hsf) family The mRNA is cell-to-cell mobile.","Yoshida, T., Ohama, N., Nakajima, J., Kidokoro, S., Mizoi, J., Nakashima, K., ... & Yamaguchi-Shinozaki, K. (2011). Arabidopsis HsfA1 transcription factors function as the main positive regulators in heat shock-responsive gene expression. Molecular Genetics and Genomics, 286, 321-332."
"AT3G08970",274.984912009485,-0.874871390585118,0.271327990086603,0.0000078771640520465,0.000397766409959767,"temperature_stress_(heat_stress)","ATERDJ3A","J domain protein localized in ER lumen. Can compensate for the growth defect in jem1 scj1 mutant yeast. Also shows similarity to HSP40 proteins and is induced by heat stress. At high temperatures, mutant alleles are not transmitted through the pollen due to defects in pollen tube growth.","Singh, M. B., Lohani, N., & Bhalla, P. L. (2021). The role of endoplasmic reticulum stress response in pollen development and heat stress tolerance. Frontiers in Plant Science, 12, 661062."
