"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT1G01940",557.779652699559,0.61138791573996,0.119817158180505,0.000000231846642871885,0.00000143456502247698,"temperature_stress_(heat_stress)","CYP18-1","Heat stress induced cyclophilin involved in splicing of retained introns.Modulates phosphorylation status of PRP18 to modulate the splicosome activity under heat stress.","Jo, S. H., Park, H. J., Lee, A., Jung, H., Park, J. M., Kwon, S. Y., ... & Cho, H. S. (2022). The Arabidopsis cyclophilin CYP18-1 facilitates PRP18 dephosphorylation and the splicing of introns retained under heat stress. The Plant Cell, 34(6), 2383-2403."
"AT1G06180",365.716109435152,1.48801644510964,0.301545019295909,0.000000196509502379297,0.00000122979531911649,"radiation_stress_(uv-b)","MYB13","a novel positive regulator in UV-B-induced cotyledon expansion and stress acclimation.UV-B inducible and is predominantly expressed in the cotyledons.","Qian, C., Chen, Z., Liu, Q., Mao, W., Chen, Y., Tian, W., ... & Huang, X. (2020). Coordinated transcriptional regulation by the UV-B photoreceptor and multiple transcription factors for plant UV-B responses. Molecular plant, 13(5), 777-792."
"AT1G07890",58.4778691989567,1.14543188116828,0.361136090563417,0.000512473826464221,0.00174562244035572,"oxidative_stress","APX1","Encodes a cytosolic ascorbate peroxidase APX1. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.","Koussevitzky, S., Suzuki, N., Huntington, S., Armijo, L., Sha, W., Cortes, D., ... & Mittler, R. (2008). Ascorbate peroxidase 1 plays a key role in the response of Arabidopsis thaliana to stress combination. Journal of Biological Chemistry, 283(49), 34197-34203."
"AT1G07890",21.7609158806768,0.966087727886369,0.442419802541943,0.0119899667937704,0.0290285185530439,"oxidative_stress","APX1","Encodes a cytosolic ascorbate peroxidase APX1. Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells. Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.","Koussevitzky, S., Suzuki, N., Huntington, S., Armijo, L., Sha, W., Cortes, D., ... & Mittler, R. (2008). Ascorbate peroxidase 1 plays a key role in the response of Arabidopsis thaliana to stress combination. Journal of Biological Chemistry, 283(49), 34197-34203."
"AT1G21910",617.87956829895,-0.994357865974716,0.15999603053492,0.000000000236057650677584,0.00000000217837584874927,"temperature_stress_(heat_stress)","DREB26","encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10.","Krishnaswamy, S., Verma, S., Rahman, M. H., & Kav, N. N. (2011). Functional characterization of four APETALA2-family genes (RAP2. 6, RAP2. 6L, DREB19 and DREB26) in Arabidopsis. Plant molecular biology, 75, 107-127."
"AT1G67970",773.407275103199,0.442930490454625,0.137645993343402,0.00107508459814143,0.00339864022399291,"temperature_stress_(heat_stress)","HSFA8","member of Heat Stress Transcription Factor (Hsf) family","Giesguth, M., Sahm, A., Simon, S., & Dietz, K. J. (2015). Redox-dependent translocation of the heat shock transcription factor AtHSFA8 from the cytosol to the nucleus in Arabidopsis thaliana. FEBS letters, 589(6), 718-725."
"AT1G76010",8363.021798577,-0.590262213230335,0.118913240931885,0.00000048136958839993,0.00000282131197568794,"temperature_stress_(heat_stress)","ALBA1","Together with other ALBA proteins phase separates into stress granules and processing bodies under heat stress and directly binds to and recruits mRNAs to protect from degradation. Confers thermotolerance through stabilizing HSF messenger RNAs in cytoplasmic granules.","Ci, D., Liu, Y., Wang, L., Zhu, R., Chen, Y., Bai, G., ... & Qian, W. (2025). ALBA3 maintains male fertility under heat stress in plants. Journal of Integrative Plant Biology."
"AT1G77510",3019.12058891873,2.39830513015119,0.163888665581766,0.000000000000000000000000000000000000000000000000237872770681201,0.000000000000000000000000000000000000000000000046430241943948,"excess_light_stress_(photoinhibithion)","PDIL1-2","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response. This protein has been shown to be an attenuator of D1 synthesis, modulating photoinhibition in a light-regulated manner.","Lu, Y. (2016). Identification and roles of photosystem II assembly, stability, and repair factors in Arabidopsis. Frontiers in plant science, 7, 168."
"AT2G04030",1164.93418378148,0.957012962554346,0.219869881725807,0.00000631754947186568,0.0000308513385410575,"temperature_stress_(heat_stress)","HSP90-5","Encodes a chloroplast-targeted 90-kDa heat shock protein located in the stroma involved in red-light mediated deetiolation response and crucial for protein import into the chloroplast stroma. Mutants are resistant to chlorate, have elongated hypocotyls in light, and affect the expression of NR2, CAB, and RBCS but NOT NR1 and NiR.","Danilova, M. N., Kudryakova, N. V., Doroshenko, A. S., Zabrodin, D. A., Vinogradov, N. S., & Kuznetsov, V. V. (2016). Molecular and physiological responses of Arabidopsis thaliana plants deficient in the genes responsible for ABA and cytokinin reception and metabolism to heat shock. Russian Journal of Plant Physiology, 63, 308-318."
"AT2G26150",15.1296339199579,7.51835695562421,2.44493972235553,0.00000006032944680388,0.000000407334433150411,"temperature_stress_(heat_stress)","HSFA2","member of Heat Stress Transcription Factor (Hsf) family. Involved in response to misfolded protein accumulation in the cytosol. Regulated by alternative splicing and non-sense-mediated decay.","Evrard, A., Kumar, M., Lecourieux, D., Lucks, J., von Koskull-Döring, P., & Hirt, H. (2013). Regulation of the heat stress response in Arabidopsis by MPK6-targeted phosphorylation of the heat stress factor HsfA2. PeerJ, 1, e59."
