"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT1G12110",3297.08504016308,0.670628690948669,0.277542841197499,0.000801104261751501,0.0201799293008787,"NRT1.1","Macro Nutrient Transporters","Nitrate","high affinity nitrate transporter","Tsay, Y. F., Schroeder, J. I., Feldmann, K. A., & Crawford, N. M. (1993). Cell, 72(5), 705-713."
"AT1G15520",370.141337628636,-6.92058969254076,0.874337631764568,0.000000000000000141860198442241,0.000000000000147549539032398,"PDR12","Heavy Metal Transporters","Lead","Lead resistance","Lee, M., Lee, K., Lee, J., Noh, E. W., & Lee, Y. (2005). Plant physiology, 138(2), 827-836."
"AT1G60960",270.070976294776,0.842751362928888,0.237552046904559,0.0000207797695647171,0.00120073042730392,"AtIRT3","Micro Nutrient Transporters","Iron","Zinc and iron uptake","Lin, Y. F., Liang, H. M., Yang, S. Y., Boch, A., Clemens, S., Chen, C. C., ... & Yeh, K. C. (2009). New Phytologist, 182(2), 392-404."
