"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT1G10970",255.289301398246,0.61551699696105,0.180700685487869,0.000316760605255975,0.00142366758573358,"ZIP4","Micro Nutrient Transporters","Zinc","Zinc uptake from soil and transport intracellularly","Grotz, N., Fox, T., Connolly, E., Park, W., Guerinot, M. L., & Eide, D. (1998). Proceedings of the National Academy of Sciences, 95(12), 7220-7224."
"AT1G12110",3280.80941953759,0.619235389464275,0.238557896078975,0.0044359092354839,0.0147159071508503,"NRT1.1","Macro Nutrient Transporters","Nitrate","high affinity nitrate transporter","Tsay, Y. F., Schroeder, J. I., Feldmann, K. A., & Crawford, N. M. (1993). Cell, 72(5), 705-713."
"AT1G15520",789.107680635916,-1.54564266601566,0.713705495624594,0.00218443717762713,0.00789009815176008,"PDR12","Heavy Metal Transporters","Lead","Lead resistance","Lee, M., Lee, K., Lee, J., Noh, E. W., & Lee, Y. (2005). Plant physiology, 138(2), 827-836."
"AT1G15960",203.12847159234,0.900356224129757,0.223089952628959,0.0000143322059342766,0.0000864295949555584,"AtNramp6","Micro Nutrient Transporters","Iron","Iron homeostasis; Cd transport","Li, J., Wang, Y., Zheng, L., Li, Y., Zhou, X., Li, J., ... & Zhang, W. (2019). Frontiers in plant science, 10, 1124."
"AT1G30220",184.041725619587,2.35989581717412,0.258887494698187,0.00000000000000000000730229848633804,0.00000000000000000028837871503002,"AtINT2","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT1G47530",2080.38677272033,-0.28950576990689,0.069875647373705,0.0000289295496457714,0.000163535159955554,"DTX33","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT1G60960",513.200348858817,1.10387964081665,0.255651579217133,0.0000030160374328634,0.0000208503172205337,"AtIRT3","Micro Nutrient Transporters","Iron","Zinc and iron uptake","Lin, Y. F., Liang, H. M., Yang, S. Y., Boch, A., Clemens, S., Chen, C. C., ... & Yeh, K. C. (2009). New Phytologist, 182(2), 392-404."
"AT1G78000",19.700102702608,4.20369256952143,1.35541911189003,0.000132555903371929,0.00064995891135217,"SULTR1;2","Heavy Metal Transporters","Selenium","Influx of selenate into plant roots","Shibagaki, N., Rose, A., McDermott, J. P., Fujiwara, T., Hayashi, H., Yoneyama, T., & Davies, J. P. (2002). The Plant Journal, 29(4), 475-486."
"AT1G80310",1875.74090841325,0.387700323632522,0.117268300325453,0.000687237018877545,0.00282535688967661,"MOT2","Micro Nutrient Transporters","Molybdenum",NA,"Gasber, A., Klaumann, S., Trentmann, O., Trampczynska, A., Clemens, S., Schneider, S., ... & Neuhaus, H. E. (2011). Plant Biology, 13(5), 710-718."
"AT1G80760",220.080992324051,1.22290453374072,0.313563851331377,0.0000150007417203174,0.0000899727586140448,"NIP6;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT2G19110",1373.94857091494,0.482484959393137,0.122074048155704,0.0000514188994735246,0.000277466589323765,"AtHMA4","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Falls under Zn/Co/Cd/Pb pumps cluster; possible role in Cd resistance","Mills, R. F., Krijger, G. C., Baccarini, P. J., Hall, J. L., & Williams, L. E. (2003). The Plant Journal, 35(2), 164-176."
"AT2G23150",709.926156572616,0.78061049922061,0.154072380691799,0.000000144305740232689,0.00000124692457513881,"AtNramp3","Micro Nutrient Transporters","Iron","Iron transport; cadmium transport","Thomine, S., Wang, R., Ward, J. M., Crawford, N. M., & Schroeder, J. I. (2000). Proceedings of the National Academy of Sciences, 97(9), 4991-4996."
"AT2G34660",119.258259278911,0.970194308695336,0.257175633488793,0.0000370725609714844,0.000205163743855837,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",119.258259278911,0.970194308695336,0.257175633488793,0.0000370725609714844,0.000205163743855837,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT2G34660",15.8980979650042,3.05484896681506,0.760280926218928,0.00000685419928715713,0.0000442922726318037,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",15.8980979650042,3.05484896681506,0.760280926218928,0.00000685419928715713,0.0000442922726318037,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT2G38170",91.83864962013,0.756665147601796,0.243644488407669,0.000670981742210935,0.00276654098680517,"CAX1","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT3G06100",26.1449766530518,-1.61183351334874,0.516326068679447,0.000164877180768034,0.000791875346955645,"NIP7;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT3G13080",132.810246930939,1.92002415508541,0.476135973147274,0.00000456587908890268,0.0000305960599529379,"AtABCC3","Heavy Metal Transporters","Arsenic","Cadmium transport and tolerance","Brunetti, P., Zanella, L., De Paolis, A., Di Litta, D., Cecchetti, V., Falasca, G., ... & Cardarelli, M. (2015). C increases. Journal of Experimental Botany, 66(13), 3815-3829."
"AT3G13320",1176.88788782705,0.284278066387344,0.107003038773385,0.00683397863788091,0.0213857915709118,"AtCAX2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Zn, Mn trasnport","Korenkov, V., Hirschi, K., Crutchfield, J. D., & Wagner, G. J. (2007). L. Planta, 226(6), 1379-1387."
"AT3G13320",1176.88788782705,0.284278066387344,0.107003038773385,0.00683397863788091,0.0213857915709118,"CAX2","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT3G45710",92.1770320546066,1.4998830070413,0.366853624894179,0.00000495737489506715,0.0000329173300269909,"NPF2.5","Micro Nutrient Transporters","Chlorine","chlorine efflux from root","Li, B., Qiu, J., Jayakannan, M., Xu, B., Li, Y., Mayo, G. M., ... & Roy, S. J. (2017). Frontiers in plant science, 7, 2013."
"AT4G08620",65.1348746439477,8.73954068730453,2.36664233493438,0.0000000000134541465396123,0.000000000201386583616657,"SULTR1;1","Macro Nutrient Transporters","Sulfer/Sulphate","high affinity transporter","Takahashi, H., Watanabe‐Takahashi, A., Smith, F. W., Blake‐Kalff, M., Hawkesford, M. J., & Saito, K. (2000). The Plant Journal, 23(2), 171-182."
"AT4G10380",271.959595591351,1.29344164297116,0.139521429963639,0.00000000000000000000338404641926398,0.000000000000000000138566939196497,"NIP5;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G16480",735.803496261133,-0.828675390063326,0.127267471911445,0.0000000000230916411216815,0.000000000337794349974021,"AtINT4","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT4G19030",80.2328734583583,6.27504312822888,0.938328869862092,0.000000000015078924369635,0.000000000224261697653401,"NIP1;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G19690",6.71060811162696,6.33796572766682,2.99886652126454,0.000251074159650262,0.00115556798790409,"AtIRT1","Micro Nutrient Transporters","Iron","Iron; also functions in transport of Cd, Zn","Connolly, E. L., Fett, J. P., & Guerinot, M. L. (2002). The Plant Cell, 14(6), 1347-1357."
"AT4G19690",6.71060811162696,6.33796572766682,2.99886652126454,0.000251074159650262,0.00115556798790409,"IRT1","Micro Nutrient Transporters","Nickel","nickel accumulation","Nishida, S., Tsuzuki, C., Kato, A., Aisu, A., Yoshida, J., & Mizuno, T. (2011). Plant and Cell Physiology, 52(8), 1433-1442."
"AT4G25640",279.280772364608,0.745222670740446,0.182141009091721,0.0000155827002496772,0.0000931571301075109,"DTX35","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT4G30120",20.957810656828,1.74673668717136,0.472408142690058,0.0000243330817827287,0.00013987279474252,"AtHMA3","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Pb transporter","Gravot, A., Lieutaud, A., Verret, F., Auroy, P., Vavasseur, A., & Richaud, P. (2004). FEBS letters, 561(1-3), 22-28"
"AT4G33520",467.029375273295,0.494191603790413,0.178571469117931,0.00334604876542958,0.0115005235412283,"AtPAA1/AtHMA6","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Heavy metal transport (no substrate specificity, Cu or Cd or others)","Tabata, K., Kashiwagi, S., Mori, H., Ueguchi, C., & Mizuno, T. (1997). Biochimica et Biophysica Acta (BBA)-Biomembranes, 1326(1), 1-6."
"AT5G43350",326.516429272437,2.44427997877678,0.471725546616518,0.0000000142519860509051,0.000000142860924121881,"AtPT1","Macro Nutrient Transporters","Phosphate/Phosphorus",NA,"Muchhal, U. S., Pardo, J. M., & Raghothama, K. G. (1996). Proceedings of the National Academy of Sciences, 93(19), 10519-10523."
"AT5G59030",2148.77464506371,-0.271955756204698,0.110745850449489,0.0119599397676585,0.0345844749890723,"COPT1-5","Micro Nutrient Transporters","Copper","copper","Sancenón, V., Puig, S., Mira, H., Thiele, D. J., & Peñarrubia, L. (2003). Plant molecular biology, 51(4), 577-587."
