"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT2G38170",84.6372862976878,0.628026243176656,0.252233252958914,0.00883311292257031,0.022119268582955,"CAX1","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT2G38460",264.17659406726,-0.587911500494101,0.212082158644374,0.00394024150497492,0.0108764005116433,"IREG1/FPN1","Heavy Metal Transporters","Cobalt","iron and cobalt homeostasis","Morrissey, J., Baxter, I. R., Lee, J., Li, L., Lahner, B., Grotz, N., Kaplan, J., Salt, D. E., & Guerinot, M. L. (2009). The Plant cell, 21(10), 3326–3338. https://doi.org/10.1105/tpc.109.069401"
"AT2G46800",379.671788159299,-0.704171582459089,0.16468327435855,0.0000124385943030681,0.000057650725349622,"ZAT","Micro Nutrient Transporters","Zinc",NA,"van der Zaal, B. J., Neuteboom, L. W., Pinas, J. E., Chardonnens, A. N., Schat, H., Verkleij, J. A., & Hooykaas, P. J. (1999). Plant physiology, 119(3), 1047-1056."
"AT3G06100",25.0057857420111,-1.2430100969735,0.497351974981278,0.00336856648345042,0.00947191044920879,"NIP7;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT3G12750",355.741760988636,0.882091280384587,0.219539501172396,0.0000293710325872636,0.00012716260369868,"ZIP1","Micro Nutrient Transporters","Zinc","Zinc uptake from soil and transport intracellularly","Grotz, N., Fox, T., Connolly, E., Park, W., Guerinot, M. L., & Eide, D. (1998). Proceedings of the National Academy of Sciences, 95(12), 7220-7224."
"AT3G13080",61.0839355308794,2.99586775529157,0.430764814882445,0.00000000000046212038537799,0.0000000000059245260850073,"AtABCC3","Heavy Metal Transporters","Arsenic","Cadmium transport and tolerance","Brunetti, P., Zanella, L., De Paolis, A., Di Litta, D., Cecchetti, V., Falasca, G., ... & Cardarelli, M. (2015). C increases. Journal of Experimental Botany, 66(13), 3815-3829."
"AT3G13320",1270.88888591752,0.368290170249808,0.122983623276406,0.00247159814056362,0.00719718875357387,"AtCAX2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Zn, Mn trasnport","Korenkov, V., Hirschi, K., Crutchfield, J. D., & Wagner, G. J. (2007). L. Planta, 226(6), 1379-1387."
"AT3G13320",1270.88888591752,0.368290170249808,0.122983623276406,0.00247159814056362,0.00719718875357387,"CAX2","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT3G45700",10.1829919651404,2.5171686377628,1.52784530654005,0.00846386110445826,0.0213064368692103,"NPF2.4","Micro Nutrient Transporters","Chlorine","xylem loading of chloride","Li, B., Byrt, C., Qiu, J., Baumann, U., Hrmova, M., Evrard, A., ... & Henderson, S. W. (2016). Plant Physiology, 170(2), 1014-1029."
"AT3G45710",134.460212137391,1.1742100286409,0.386404320980332,0.000768147369120869,0.00251382153758404,"NPF2.5","Micro Nutrient Transporters","Chlorine","chlorine efflux from root","Li, B., Qiu, J., Jayakannan, M., Xu, B., Li, Y., Mayo, G. M., ... & Roy, S. J. (2017). Frontiers in plant science, 7, 2013."
"AT4G08620",99.6058908331143,6.03174519406345,0.9120363883147,0.0000000000221892837144447,0.000000000232401176789703,"SULTR1;1","Macro Nutrient Transporters","Sulfer/Sulphate","high affinity transporter","Takahashi, H., Watanabe‐Takahashi, A., Smith, F. W., Blake‐Kalff, M., Hawkesford, M. J., & Saito, K. (2000). The Plant Journal, 23(2), 171-182."
"AT4G10380",458.75779428756,2.03164927375282,0.242724841143431,0.00000000000000000850200306713418,0.000000000000000183155609552435,"NIP5;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G16480",692.041678513909,-1.05654659936566,0.121107386103238,0.000000000000000000973177619186903,0.0000000000000000229194893586385,"AtINT4","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT4G18910",532.869094573822,0.602150359938667,0.144777268192403,0.0000237704802797956,0.000104763329525989,"NIP1;2","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G19030",136.735201869588,5.67852847485249,0.654026267180374,0.00000000000000000054341953074299,0.000000000000000013085237579059,"NIP1;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G19680",3.85014696305677,3.36854324428367,2.83122903483922,0.00526000264525108,0.014041941189552,"AtIRT2","Micro Nutrient Transporters","Iron","Iron and zinc uptake","Vert, G., Briat, J. F., & Curie, C. (2001). The Plant Journal, 26(2), 181-189."
"AT4G21680",397.457452764133,3.15089016358918,0.539784375091272,0.000000000425069273799225,0.00000000380142653225861,"NRT1.8","Heavy Metal Transporters","Cadmium","Remove nitrate from xylem vessels; mediates cadmium tolerance","Li, J. Y., Fu, Y. L., Pike, S. M., Bao, J., Tian, W., Zhang, Y., ... & Li, L. G. (2010). The Plant Cell, 22(5), 1633-1646."
"AT4G25640",326.653665288925,1.04731436482302,0.211786154333378,0.000000325635279761082,0.00000195890566963443,"DTX35","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT4G30120",19.3973291315159,1.20401080881282,0.671570129577153,0.0177159295303253,0.0408384114117233,"AtHMA3","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Pb transporter","Gravot, A., Lieutaud, A., Verret, F., Auroy, P., Vavasseur, A., & Richaud, P. (2004). FEBS letters, 561(1-3), 22-28"
"AT4G33520",72.1201378024438,0.618855726113609,0.273583015834994,0.0162177781145523,0.037807731914716,"AtPAA1/AtHMA6","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Heavy metal transport (no substrate specificity, Cu or Cd or others)","Tabata, K., Kashiwagi, S., Mori, H., Ueguchi, C., & Mizuno, T. (1997). Biochimica et Biophysica Acta (BBA)-Biomembranes, 1326(1), 1-6."
"AT5G01490",7.21760444966321,4.77643739213798,2.39072487738191,0.000347819095650976,0.00122643478848329,"AtCAX4","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Zn, Mn trasnport","Korenkov, V., Hirschi, K., Crutchfield, J. D., & Wagner, G. J. (2007). L. Planta, 226(6), 1379-1387."
"AT5G43350",744.94227142128,3.74274400356585,0.538692850927927,0.000000000000261337907166238,0.00000000000344947293961994,"AtPT1","Macro Nutrient Transporters","Phosphate/Phosphorus",NA,"Muchhal, U. S., Pardo, J. M., & Raghothama, K. G. (1996). Proceedings of the National Academy of Sciences, 93(19), 10519-10523."
"AT5G44790",5684.1870936537,0.41047641928859,0.0961531490466195,0.0000178924474313189,0.0000805097638959014,"AtRAN1/AtHMA7","Micro Nutrient Transporters","Copper",NA,"Hirayama, T., Kieber, J. J., Hirayama, N., Kogan, M., Guzman, P., Nourizadeh, S., ... & Ecker, J. R. (1999). Cell, 97(3), 383-393."
"AT5G59030",1770.56951576736,-0.999643904662044,0.116789725061035,0.00000000000000000518135855950201,0.000000000000000114393918839391,"COPT1-5","Micro Nutrient Transporters","Copper","copper","Sancenón, V., Puig, S., Mira, H., Thiele, D. J., & Peñarrubia, L. (2003). Plant molecular biology, 51(4), 577-587."
