"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT1G10970",559.340511757439,1.96860286879366,0.331226113333458,0.000000000416700152494831,0.00000000372916965232002,"ZIP4","Micro Nutrient Transporters","Zinc","Zinc uptake from soil and transport intracellularly","Grotz, N., Fox, T., Connolly, E., Park, W., Guerinot, M. L., & Eide, D. (1998). Proceedings of the National Academy of Sciences, 95(12), 7220-7224."
"AT1G15520",735.219829008067,7.85198495154334,0.716884640261375,0.0000000000000000000000000000644757859983854,0.00000000000000000000000000359571131222597,"PDR12","Heavy Metal Transporters","Lead","Lead resistance","Lee, M., Lee, K., Lee, J., Noh, E. W., & Lee, Y. (2005). Plant physiology, 138(2), 827-836."
"AT1G30220",269.380314367333,4.10034526754327,0.246951674456209,0.00000000000000000000000000000000000000000000000000000000000000433756884018446,0.00000000000000000000000000000000000000000000000000000000000183208952733365,"AtINT2","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT1G30400",195.262793393444,1.2112659188759,0.412668660051019,0.00101283441194799,0.00322646867258159,"AtABCC1","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT1G30400",195.262793393444,1.2112659188759,0.412668660051019,0.00101283441194799,0.00322646867258159,"AtABCC1","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT1G47530",2117.53889874037,-0.43721412543801,0.0880653575543448,0.000000584826532728218,0.0000033883642041247,"DTX33","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT1G60960",1023.96125894802,1.96696539569896,0.28041898621154,0.000000000000355189094393827,0.00000000000461262450456499,"AtIRT3","Micro Nutrient Transporters","Iron","Zinc and iron uptake","Lin, Y. F., Liang, H. M., Yang, S. Y., Boch, A., Clemens, S., Chen, C. C., ... & Yeh, K. C. (2009). New Phytologist, 182(2), 392-404."
"AT1G80830",2117.94494082933,0.795634309560842,0.151045477160951,0.0000000863284640392373,0.00000056944518074013,"AtNramp1","Micro Nutrient Transporters","Iron","Iron homeostasis","CURIE, C., ALONSO, J. M., JEAN, M. L., ECKER, J. R., & BRIAT, J. F. (2000). Biochemical Journal, 347(3), 749-755."
"AT1G80830",2117.94494082933,0.795634309560842,0.151045477160951,0.0000000863284640392373,0.00000056944518074013,"NRAMP1","Micro Nutrient Transporters","Manganese",NA,"Cailliatte, R., Schikora, A., Briat, J. F., Mari, S., & Curie, C. (2010). The Plant Cell, 22(3), 904-917."
"AT1G80900",269.868361564768,0.578679141056313,0.17219896949452,0.000583130120900459,0.00196242784286838,"AtMGT1","Macro Nutrient Transporters","Magnesium","MGT10- for chloroplast development and photosynthesis","Li, L., Tutone, A. F., Drummond, R. S., Gardner, R. C., & Luan, S. (2001). The Plant Cell, 13(12), 2761-2775."
"AT2G17790",2114.52776674603,0.808191263798009,0.132376202963573,0.000000000616147446875389,0.00000000539783711960027,"ZIP3","Micro Nutrient Transporters","Zinc","Zinc uptake from soil and transport intracellularly","Grotz, N., Fox, T., Connolly, E., Park, W., Guerinot, M. L., & Eide, D. (1998). Proceedings of the National Academy of Sciences, 95(12), 7220-7224."
"AT2G19110",1728.41661010878,0.510570754898253,0.125139994224042,0.0000359311303129941,0.000153654036931833,"AtHMA4","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Falls under Zn/Co/Cd/Pb pumps cluster; possible role in Cd resistance","Mills, R. F., Krijger, G. C., Baccarini, P. J., Hall, J. L., & Williams, L. E. (2003). The Plant Journal, 35(2), 164-176."
"AT2G23150",925.431835781723,1.49017020375895,0.189984660202679,0.00000000000000111660937493778,0.0000000000000192180631564942,"AtNramp3","Micro Nutrient Transporters","Iron","Iron transport; cadmium transport","Thomine, S., Wang, R., Ward, J. M., Crawford, N. M., & Schroeder, J. I. (2000). Proceedings of the National Academy of Sciences, 97(9), 4991-4996."
"AT2G26650",1603.74494613026,0.591191093758939,0.154316185230437,0.0000953973665323804,0.000377999644400054,"AtAKT1","Macro Nutrient Transporters","Potassium","Two major contibutors","Nieves-Cordones, M., Martínez, V., Benito, B., & Rubio, F. (2016). Frontiers in plant science, 7, 992. https://doi.org/10.3389/fpls.2016.00992"
"AT2G34660",18.2084053358037,2.58161139823393,0.66310304419942,0.0000130336893980706,0.0000601641223632065,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",18.2084053358037,2.58161139823393,0.66310304419942,0.0000130336893980706,0.0000601641223632065,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT2G34660",138.624150592665,0.990457132563956,0.395311368095105,0.0050106037820336,0.0134519335671664,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",138.624150592665,0.990457132563956,0.395311368095105,0.0050106037820336,0.0134519335671664,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
