"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT1G10970",559.340511757439,2.03434708610621,0.331728005293323,0.000000000108472088106006,0.00000000123937177385864,"ZIP4","Micro Nutrient Transporters","Zinc","Zinc uptake from soil and transport intracellularly","Grotz, N., Fox, T., Connolly, E., Park, W., Guerinot, M. L., & Eide, D. (1998). Proceedings of the National Academy of Sciences, 95(12), 7220-7224."
"AT1G15520",735.219829008067,7.65993648244863,0.71693849115092,0.00000000000000000000000000123271791483248,0.000000000000000000000000080816735561473,"PDR12","Heavy Metal Transporters","Lead","Lead resistance","Lee, M., Lee, K., Lee, J., Noh, E. W., & Lee, Y. (2005). Plant physiology, 138(2), 827-836."
"AT1G30220",269.380314367333,3.74088779124613,0.248330154447129,0.000000000000000000000000000000000000000000000000000190744035414648,0.0000000000000000000000000000000000000000000000000606730873143012,"AtINT2","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT1G30400",195.262793393444,1.09211758731882,0.412870666165768,0.00249315763406763,0.00790016067417937,"AtABCC1","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT1G30400",195.262793393444,1.09211758731882,0.412870666165768,0.00249315763406763,0.00790016067417937,"AtABCC1","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT1G47530",2117.53889874037,-0.348993721069158,0.0882092670743627,0.0000672848377756967,0.00030397928200786,"DTX33","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT1G60960",1023.96125894802,1.97283340476996,0.280939881942481,0.000000000000303404311665103,0.00000000000491030910179107,"AtIRT3","Micro Nutrient Transporters","Iron","Zinc and iron uptake","Lin, Y. F., Liang, H. M., Yang, S. Y., Boch, A., Clemens, S., Chen, C. C., ... & Yeh, K. C. (2009). New Phytologist, 182(2), 392-404."
"AT1G78000",4.39824439276089,2.73178096812201,1.32669818408054,0.00495101510372932,0.0143976189782828,"SULTR1;2","Heavy Metal Transporters","Selenium","Influx of selenate into plant roots","Shibagaki, N., Rose, A., McDermott, J. P., Fujiwara, T., Hayashi, H., Yoneyama, T., & Davies, J. P. (2002). The Plant Journal, 29(4), 475-486."
"AT1G78000",3.66771787957553,2.99958461790223,2.34573848986706,0.00587836298670746,0.0167243840936968,"SULTR1;2","Heavy Metal Transporters","Selenium","Influx of selenate into plant roots","Shibagaki, N., Rose, A., McDermott, J. P., Fujiwara, T., Hayashi, H., Yoneyama, T., & Davies, J. P. (2002). The Plant Journal, 29(4), 475-486."
"AT1G80830",2117.94494082933,0.706132107896779,0.151050887078751,0.0000018873175708707,0.0000113960012218148,"AtNramp1","Micro Nutrient Transporters","Iron","Iron homeostasis","CURIE, C., ALONSO, J. M., JEAN, M. L., ECKER, J. R., & BRIAT, J. F. (2000). Biochemical Journal, 347(3), 749-755."
