"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","transport_type","mineral_metal","remarks","references"
"AT2G19110",1373.94857091494,0.367260176400683,0.12211192597842,0.00245604778845174,0.00666199767966404,"AtHMA4","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Falls under Zn/Co/Cd/Pb pumps cluster; possible role in Cd resistance","Mills, R. F., Krijger, G. C., Baccarini, P. J., Hall, J. L., & Williams, L. E. (2003). The Plant Journal, 35(2), 164-176."
"AT2G23150",709.926156572616,1.38459636282997,0.153240725067523,0.0000000000000000000450979158796236,0.000000000000000000747816395187118,"AtNramp3","Micro Nutrient Transporters","Iron","Iron transport; cadmium transport","Thomine, S., Wang, R., Ward, J. M., Crawford, N. M., & Schroeder, J. I. (2000). Proceedings of the National Academy of Sciences, 97(9), 4991-4996."
"AT2G25680",140.85473709521,1.41565287931906,0.232280149746419,0.000000000275696619440643,0.0000000019874402043582,"MOT1","Micro Nutrient Transporters","Molybdenum",NA,"Tomatsu, H., Takano, J., Takahashi, H., Watanabe-Takahashi, A., Shibagaki, N., & Fujiwara, T. (2007). Proceedings of the National Academy of Sciences, 104(47), 18807-18812."
"AT2G34660",119.258259278911,1.63369231014314,0.252594205129746,0.0000000000181090765997544,0.000000000147469322001186,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",119.258259278911,1.63369231014314,0.252594205129746,0.0000000000181090765997544,0.000000000147469322001186,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT2G34660",15.8980979650042,2.58138586888537,0.765030523306729,0.00010782677193442,0.000378854355575485,"AtABCC2","Heavy Metal Transporters","Arsenic","arsenic detoxification","Song, W. Y., Park, J., Mendoza-Cózatl, D. G., Suter-Grotemeyer, M., Shim, D., Hörtensteiner, S., ... & Schroeder, J. I. (2010). Proceedings of the National Academy of Sciences, 107(49), 21187-21192."
"AT2G34660",15.8980979650042,2.58138586888537,0.765030523306729,0.00010782677193442,0.000378854355575485,"AtABCC2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Mediate tolerance to cadmium and mercury","Park, J., Song, W. Y., Ko, D., Eom, Y., Hansen, T. H., Schiller, M., ... & Lee, Y. (2012). The Plant Journal, 69(2), 278-288."
"AT2G38170",91.83864962013,1.13897125120161,0.24085108039244,0.000000815422468710587,0.00000392677212116735,"CAX1","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT2G38170",129.035321598789,0.733388825170425,0.347958910146768,0.0196776643228725,0.042507472934807,"CAX1","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT2G38460",342.607473719661,-0.89287180045459,0.167513602032982,0.000000047985296695552,0.000000269517933411539,"IREG1/FPN1","Heavy Metal Transporters","Cobalt","iron and cobalt homeostasis","Morrissey, J., Baxter, I. R., Lee, J., Li, L., Lahner, B., Grotz, N., Kaplan, J., Salt, D. E., & Guerinot, M. L. (2009). The Plant cell, 21(10), 3326–3338. https://doi.org/10.1105/tpc.109.069401"
"AT2G46800",344.79046166453,-0.60240544092229,0.186473913999554,0.0008822537078496,0.00262951147982112,"ZAT","Micro Nutrient Transporters","Zinc",NA,"van der Zaal, B. J., Neuteboom, L. W., Pinas, J. E., Chardonnens, A. N., Schat, H., Verkleij, J. A., & Hooykaas, P. J. (1999). Plant physiology, 119(3), 1047-1056."
"AT3G06100",26.1449766530518,-2.53756486436068,0.54002182963833,0.00000028414293423403,0.00000145116650992917,"NIP7;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT3G13080",132.810246930939,3.93407465807662,0.456086259473536,0.00000000000000000053020815310056,0.00000000000000000807769487251449,"AtABCC3","Heavy Metal Transporters","Arsenic","Cadmium transport and tolerance","Brunetti, P., Zanella, L., De Paolis, A., Di Litta, D., Cecchetti, V., Falasca, G., ... & Cardarelli, M. (2015). C increases. Journal of Experimental Botany, 66(13), 3815-3829."
"AT3G13080",4.54144782071819,2.98873131073033,4.78751775499389,0.00757908422259832,0.0183354049587443,"AtABCC3","Heavy Metal Transporters","Arsenic","Cadmium transport and tolerance","Brunetti, P., Zanella, L., De Paolis, A., Di Litta, D., Cecchetti, V., Falasca, G., ... & Cardarelli, M. (2015). C increases. Journal of Experimental Botany, 66(13), 3815-3829."
"AT3G13320",1176.88788782705,0.563295909113811,0.107415752959659,0.000000118458946965678,0.000000634922169186526,"AtCAX2","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Zn, Mn trasnport","Korenkov, V., Hirschi, K., Crutchfield, J. D., & Wagner, G. J. (2007). L. Planta, 226(6), 1379-1387."
"AT3G13320",1176.88788782705,0.563295909113811,0.107415752959659,0.000000118458946965678,0.000000634922169186526,"CAX2","Macro Nutrient Transporters","Calcium",NA,"Hirschi, K. D., Zhen, R. G., Cunningham, K. W., Rea, P. A., & Fink, G. R. (1996). Proceedings of the National Academy of Sciences, 93(16), 8782-8786."
"AT3G45710",92.1770320546066,1.26350473279692,0.360437437724324,0.000126946067897822,0.000440919807047638,"NPF2.5","Micro Nutrient Transporters","Chlorine","chlorine efflux from root","Li, B., Qiu, J., Jayakannan, M., Xu, B., Li, Y., Mayo, G. M., ... & Roy, S. J. (2017). Frontiers in plant science, 7, 2013."
"AT4G08620",65.1348746439477,9.4161996177929,2.41809764616762,0.000000000000439140416969025,0.00000000000416560161904352,"SULTR1;1","Macro Nutrient Transporters","Sulfer/Sulphate","high affinity transporter","Takahashi, H., Watanabe‐Takahashi, A., Smith, F. W., Blake‐Kalff, M., Hawkesford, M. J., & Saito, K. (2000). The Plant Journal, 23(2), 171-182."
"AT4G10380",271.959595591351,1.70899053530284,0.137054350676752,0.00000000000000000000000000000000000244781395920598,0.000000000000000000000000000000000108885949615396,"NIP5;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G16480",735.803496261133,-1.18761173095277,0.128215256041772,0.00000000000000000000665012268887947,0.000000000000000000117365435430617,"AtINT4","Heavy Metal Transporters","Arsenic","Arsenic accumulation in seeds","Duan, G. L., Hu, Y., Schneider, S., McDermott, J., Chen, J., Sauer, N., ... & Zhu, Y. G. (2015). Nature plants, 2(1), 1-6."
"AT4G18910",428.099800714984,0.417144352921605,0.177992836707343,0.0157413942001339,0.0350111708715776,"NIP1;2","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G19030",80.2328734583583,6.4344224845775,0.937371508551248,0.00000000000505672616909269,0.0000000000436469142548806,"NIP1;1","Heavy Metal Transporters","Arsenic","Arsenic transporters","Xu, W., Dai, W., Yan, H., Li, S., Shen, H., Chen, Y., ... & Ma, M. (2015). Molecular Plant, 8(5), 722-733."
"AT4G21680",169.527200786534,1.34523993823425,0.30404833514226,0.0000023748366854009,0.0000107064800896481,"NRT1.8","Heavy Metal Transporters","Cadmium","Remove nitrate from xylem vessels; mediates cadmium tolerance","Li, J. Y., Fu, Y. L., Pike, S. M., Bao, J., Tian, W., Zhang, Y., ... & Li, L. G. (2010). The Plant Cell, 22(5), 1633-1646."
"AT4G25640",279.280772364608,1.39666409693026,0.18026788185983,0.00000000000000227990258816626,0.0000000000000260544589065015,"DTX35","Micro Nutrient Transporters","Chlorine","chloride channel for turgor regulation","Zhang, H., Zhao, F. G., Tang, R. J., Yu, Y., Song, J., Wang, Y., ... & Luan, S. (2017). Proceedings of the National Academy of Sciences, 114(10), E2036-E2045."
"AT4G30120",20.957810656828,1.74272595266552,0.463944573259062,0.0000339000956574295,0.000128984643628991,"AtHMA3","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Pb transporter","Gravot, A., Lieutaud, A., Verret, F., Auroy, P., Vavasseur, A., & Richaud, P. (2004). FEBS letters, 561(1-3), 22-28"
"AT4G33520",467.029375273295,0.43791967672406,0.1787651085508,0.0118526506255037,0.0272815049761594,"AtPAA1/AtHMA6","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Heavy metal transport (no substrate specificity, Cu or Cd or others)","Tabata, K., Kashiwagi, S., Mori, H., Ueguchi, C., & Mizuno, T. (1997). Biochimica et Biophysica Acta (BBA)-Biomembranes, 1326(1), 1-6."
"AT5G01490",5.58702526832372,2.95157265503284,1.36293868885025,0.00323301000374907,0.00854021805510001,"AtCAX4","Heavy Metal Transporters","P- type ATPases- P1B subfamily, Heavy metal ATPases (HMA","Cd, Zn, Mn trasnport","Korenkov, V., Hirschi, K., Crutchfield, J. D., & Wagner, G. J. (2007). L. Planta, 226(6), 1379-1387."
"AT5G43350",326.516429272437,3.57284196732765,0.463000473370205,0.00000000000000075205173497893,0.00000000000000894739049552523,"AtPT1","Macro Nutrient Transporters","Phosphate/Phosphorus",NA,"Muchhal, U. S., Pardo, J. M., & Raghothama, K. G. (1996). Proceedings of the National Academy of Sciences, 93(19), 10519-10523."
"AT5G59030",2148.77464506371,-0.567594860485027,0.11210178163228,0.000000302851754304081,0.00000154007738576755,"COPT1-5","Micro Nutrient Transporters","Copper","copper","Sancenón, V., Puig, S., Mira, H., Thiele, D. J., & Peñarrubia, L. (2003). Plant molecular biology, 51(4), 577-587."
