"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT1G76130",595.491976703052,0.658119126726167,0.171424633194615,0.0000101622260643111,0.000479486709330701,"AMY2","Starch Degradation","α-amylase 2"
"AT5G09650",4831.07775770288,0.371372063041951,0.161822211023737,0.00345002216659461,0.0434962480767353,"PPa6","Starch Degradation","Inorganic diphosphatase/ pyrophosphatase"
"AT5G17520",1263.23750040269,0.479914102424603,0.134137685545943,0.0000423423856610009,0.0015458483332195,"MEX1","Sugar Transporter","Maltose transporter (MEX1)"
"AT5G17520",1263.23750040269,0.479914102424603,0.134137685545943,0.0000423423856610009,0.0015458483332195,"MEX 1","Starch Degradation","Maltose transporter"
"AT5G54800",1870.43489440223,0.520927067713311,0.138968261090198,0.0000197765717798278,0.000826756338395047,"GPT1","Sugar Transporter","Glc6P/Pi translocator 1 (GPT1)"
