"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT1G61800",156.384871404266,-3.87521573424455,0.458126562734369,0.00000000000000000147236856196823,0.00000000000000207835339440115,"GPT2","Sugar Transporter","Glc6P/Pi translocator 2 (GPT2)"
"AT3G46970",6645.717903115,0.506559503411144,0.182959857781535,0.000446217351400696,0.0129298347483586,"PHS2","Starch Degradation","α-glucan phosphorylase 2"
"AT4G17090",3191.69724583536,0.613796687166227,0.156485085394978,0.00000645385350466037,0.000483110049087493,"BAM3","Starch Degradation","β-amylase 3"
"AT5G55700",1342.09221465974,-0.919789042169871,0.227332785149121,0.00000268960346698441,0.000231095407454547,"BAM4","Starch Degradation","β-amylase 4"
