"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT3G23920",4001.60952202398,0.62238117335062,0.101974170350483,0.00000000000630813801018474,0.00000000558664472526986,"BAM1","Starch Degradation","β-amylase 1"
"AT4G39210",1104.36929923018,0.759711192994934,0.239150242909699,0.00000972824734047195,0.0008304172579186,"APL3","Starch Synthesis","AGPase large subunit 3"
"AT5G19220",5133.55975252438,-0.448903894319013,0.0885079012748377,0.00000000763410938390821,0.00000257560309452332,"APL1","Starch Synthesis","AGPase large subunit 1"
