"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT1G03310",9.16858996640863,2.35420171351619,0.738933093374364,0.000193255235983981,0.00065169265671338,"ISA2","Starch Synthesis","Isoamylase 2"
"AT1G03310",94.812110548633,1.34274910553696,0.35614474096153,0.0000408054834686264,0.000153046983823983,"ISA2","Starch Synthesis","Isoamylase 2"
"AT1G27680",626.735249932958,0.451435441502743,0.0970196535987768,0.0000029839188791396,0.0000132869513875183,"APL2","Starch Synthesis","AGPase large subunit 2"
"AT1G32900",1282.59864716891,1.33510822228778,0.18335684601964,0.000000000000101859806431908,0.00000000000102477019462005,"GBSS1","Starch Synthesis","Granule-bound starch synthase"
"AT1G69830",11171.14817819,-0.935292879310202,0.141652012482361,0.0000000000250253262145156,0.000000000200842111586754,"AMY3","Starch Degradation","α-amylase 3"
"AT1G74910",75.8404248331598,-1.65359632550653,0.333218239775873,0.00000012874637453525,0.00000068672636484763,NA,"Starch Synthesis","ADP-glucose pyrophosphorylase family protein 1"
"AT1G76130",427.271352585722,0.893208559244308,0.160353876305003,0.0000000139031285566426,0.0000000833324562166023,"AMY2","Starch Degradation","α-amylase 2"
"AT2G04650",245.318236402475,0.722732926251638,0.178125091675763,0.0000297507746665467,0.00011434878254687,NA,"Starch Synthesis","ADP-glucose pyrophosphorylase family protein 2"
"AT2G21590",40.6116838407988,4.40523240022172,0.745167298577104,0.000000000334114200600158,0.00000000238416503340934,"APL4","Starch Synthesis","AGPase large subunit 4"
"AT2G32290",84.9935798152681,1.90300455712544,0.427990548603027,0.00000129463517451047,0.0000060500636597283,"BAM6","Starch Degradation","β-amylase 6"
"AT2G36390",4449.87775615308,-0.339102572516176,0.124831916438686,0.00568985477042678,0.0141930568708818,"SBE3","Starch Synthesis","branching enzymes 3"
"AT2G40840",6923.50652352158,1.20877362565998,0.138003579116074,0.000000000000000000681079448254633,0.000000000000000010315919801077,"DPE2","Starch Degradation","Transglucosidase"
"AT2G45880",706.837181712675,-0.359662169393806,0.106090833697189,0.000606633187510028,0.00186343475121658,"BAM7","Starch Degradation","β-amylase 7"
"AT3G01180",1094.83707233346,0.254017343606171,0.107123522523758,0.0166919969818384,0.0368394111697216,"SS2","Starch Synthesis","Starch synthase 2"
"AT3G01510",763.430721812048,0.543379736153586,0.138407951086865,0.0000646196168596279,0.000234765094450163,"LSF1","Starch Degradation","Like Sex Four 1"
