"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT1G03310",9.16858996640863,1.48640436617831,0.800347943087483,0.00585966518140444,0.0186777106838729,"ISA2","Starch Synthesis","Isoamylase 2"
"AT1G03310",94.812110548633,0.960704398408237,0.36172257882641,0.00165579257679348,0.00616902247443134,"ISA2","Starch Synthesis","Isoamylase 2"
"AT1G10760",25661.5167744329,0.530225021216953,0.149302384376893,0.000231642002953914,0.00107632020685133,"GWD1","Starch Degradation","Glucan, water dikinase 1"
"AT1G27680",626.735249932958,0.434141922524711,0.0970029974422169,0.00000580160699688302,0.0000380191998916025,"APL2","Starch Synthesis","AGPase large subunit 2"
"AT1G69830",11171.14817819,-0.326832663072962,0.139356628892044,0.014841654547404,0.041605242503065,"AMY3","Starch Degradation","α-amylase 3"
"AT2G04650",245.318236402475,0.818592240517261,0.179350375247936,0.00000155250024326361,0.0000113046263082441,NA,"Starch Synthesis","ADP-glucose pyrophosphorylase family protein 2"
"AT2G21590",40.6116838407988,3.23086613044447,0.765272155980022,0.00000181978997830746,0.0000130868150114646,"APL4","Starch Synthesis","AGPase large subunit 4"
"AT2G32290",84.9935798152681,1.05769162295348,0.438536170779908,0.00261676008479595,0.00926949077036205,"BAM6","Starch Degradation","β-amylase 6"
"AT2G39930",3276.79067618875,0.42428458351851,0.10458595556431,0.0000354011167545132,0.000196676997914349,"ISA1","Starch Synthesis","Isoamylase 1"
"AT2G40840",6923.50652352158,0.820423360917973,0.138118079678753,0.000000000963850091791032,0.0000000114068243146608,"DPE2","Starch Degradation","Transglucosidase"
"AT2G45880",706.837181712675,-0.28721852700881,0.105302561651235,0.00532520066366429,0.0172015426241828,"BAM7","Starch Degradation","β-amylase 7"
"AT3G01510",763.430721812048,0.636208892770396,0.138759165177266,0.00000208982368072831,0.0000148655581476306,"LSF1","Starch Degradation","Like Sex Four 1"
"AT3G10940",578.407563817518,0.852570654176794,0.170499093091157,0.000000172850343367828,0.00000147364001447827,"LSF2","Starch Degradation","Like Sex Four 2"
