"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT3G23640",242.168825746954,0.713643920622538,0.203661455004386,0.000174437423905719,0.000832626680032697,"HGL1","Starch Degradation","Heteroglycan glucosidase"
"AT3G23920",3455.07808011814,-0.633547161332121,0.111909102298441,0.0000000070550943591912,0.0000000734275828805272,"BAM1","Starch Degradation","β-amylase 1"
"AT3G29320",14687.6720033774,0.345726744910318,0.140706939219254,0.0115271661816564,0.0335074656550059,"PHS1","Starch Degradation","α-glucan phosphorylase 1"
"AT3G46970",9725.19865914934,1.13408248450726,0.166238896079292,0.00000000000178533436600217,0.0000000000291855907778128,"PHS2","Starch Degradation","α-glucan phosphorylase 2"
"AT3G52180",96.9193025895947,1.10601418048355,0.262674953029465,0.00000495461855133049,0.0000329121415183565,"SEX4","Starch Degradation","SEX4"
"AT4G00490",1164.38252853133,0.710585328079296,0.166264509656042,0.00000561649672728928,0.0000369292609055503,"BAM2","Starch Degradation","β-amylase 2"
"AT4G09020",4309.71963538311,0.398369382616191,0.126184281465269,0.00129611723416331,0.00496582567852852,"ISA3","Starch Synthesis","Isoamylase 3"
"AT4G17090",3825.11257865077,0.681876132257853,0.231388497126388,0.00140186645096049,0.00532309253804302,"BAM3","Starch Degradation","β-amylase 3"
"AT4G18240",4720.77015454215,0.277799607030792,0.1115836979721,0.0113735376756064,0.0330947797687529,"SS4","Starch Synthesis","Starch synthase 4"
"AT4G24450",1326.45907092819,0.938290146020006,0.171906297543574,0.0000000128762472544693,0.000000129988539549168,"GWD2","Starch Degradation","Glucan, water dikinase 2"
"AT4G29130",2008.92485614711,0.731116646992723,0.0950401202158366,0.00000000000000590699926608398,0.000000000000130449211968636,"GIN2, HXK1","Starch Degradation","Hexokinase 1"
"AT4G39210",760.639629267356,1.32640024765136,0.203413804039648,0.0000000000106621659987518,0.000000000160819954801717,"APL3","Starch Synthesis","AGPase large subunit 3"
"AT5G03650",4067.25059930882,0.524177250492828,0.136675435972697,0.0000721467351445445,0.000377132002798334,"SBE2","Starch Synthesis","branching enzymes 2"
"AT5G09650",4592.20958614451,0.492611108471501,0.109805370136241,0.00000467740179166396,0.0000312287152283266,"PPa6","Starch Degradation","Inorganic diphosphatase/ pyrophosphatase"
"AT5G17520",1014.14092449375,1.04323990852992,0.154633767164633,0.00000000000332782111662168,0.0000000000528131412116773,"MEX 1","Starch Degradation","Maltose transporter"
"AT5G17520",1014.14092449375,1.04323990852992,0.154633767164633,0.00000000000332782111662168,0.0000000000528131412116773,"MEX1","Sugar Transporter","Maltose transporter (MEX1)"
"AT5G17523",295.178887287657,1.05343892821377,0.191115021453412,0.00000000767253315969702,0.0000000795620514461926,NA,"Starch Degradation","Similar to MEX1"
"AT5G26570",774.585598521206,0.425942308719586,0.150859137344882,0.00324723274069305,0.0111985482193883,"PWD, GWD3","Starch Degradation","Phosphoglucan, water dikinase"
"AT5G48300",11766.702734554,0.692311630104653,0.134369192904238,0.000000114089854375445,0.00000100348016149639,"APS1","Starch Synthesis","AGPase small subunit 1"
"AT5G54800",1382.19953553539,0.795973566220121,0.126522125552211,0.000000000108735632972252,0.0000000014584273795664,"GPT1","Sugar Transporter","Glc6P/Pi translocator 1 (GPT1)"
"AT5G55700",849.783768844416,-2.93315990794489,0.149731864298234,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000130312334703571,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000221974030934063,"BAM4","Starch Degradation","β-amylase 4"
"AT5G55700",9.29378713565856,-2.42720837471511,0.910763022653812,0.000471483876668627,0.00202162855055548,"BAM4","Starch Degradation","β-amylase 4"
