"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT1G01010.1",481.647863065341,0.00678763973638155,0.098720174367559,0.869291700924957,0.97135929363692
"AT1G01020.1",0.699483450248134,-0.00365251615500113,0.2160613386798,0.829433667644493,NA
"AT1G01020.2",9.82977235359821,-0.0147332673631859,0.160448332506175,0.692103595497472,NA
"AT1G01030.1",90.2322776047333,-0.00918438395075004,0.0899715514832044,0.818405119834787,0.95856726979969
"AT1G01040.1",153.217100486051,-0.00567783325957709,0.0880014375316916,0.885898561345405,0.976185957330454
"AT1G01040.2",16.032041355715,0.0193683655024894,0.141538304350671,0.642270861907346,NA
"AT1G01046.1",45.1250687672771,-0.00023119675328706,0.129801317457835,0.995564684180868,0.999099678866064
"AT1G01050.1",2101.34846146807,-0.00646469919495725,0.046159570118341,0.802457181424957,0.953694724995791
"AT1G01060.3",0.947725514420288,-0.0127490689642663,0.232569461087361,0.367291213132005,NA
"AT1G01060.5",5.55364448035032,-0.0912240563983534,0.299990862020844,0.0480772193077422,NA
"AT1G01070.1",8.91388981748674,-0.00392572449890565,0.171631352670971,0.904935726199991,NA
"AT1G01070.2",10.565623502224,0.0294547114481496,0.169581928245887,0.447908869923923,NA
"AT1G01080.2",17.8882065481667,-0.0589605536538819,0.17401067041237,0.218027233373353,0.637023493254912
"AT1G01090.1",8961.29126258047,-0.0194863897716986,0.0540639176003163,0.502726519950423,0.84580031255156
"AT1G01100.1",7.77022236166324,0.0199751418320306,0.152354475795314,0.617153497949435,NA
"AT1G01100.2",16.675036785084,0.0223499633927079,0.158777994926126,0.568219825024352,NA
"AT1G01100.4",3.61224844209376,0.00154823411196285,0.180149046339558,0.95918021643576,NA
"AT1G01110.1",1.73383833907116,-0.0132438822023075,0.210189134502921,0.551530656454364,NA
"AT1G01110.2",71.9144152246936,-0.182215584697364,0.261556190789881,0.0234069334960609,0.206458192484564
"AT1G01120.1",1816.13132156451,0.0219739502712077,0.108246047621281,0.609876601233466,0.892489711946734
"AT1G01130.1",56.426559781426,0.254271190175014,0.274878186491231,0.00991728671579998,0.122414387463095
"AT1G01140.1",1.3269585171272,0.0208000912082104,0.209203032463065,0.420672368418414,NA
"AT1G01140.2",5.93219790939788,0.000541723958431655,0.162293876393062,0.987765891291448,NA
"AT1G01140.3",2.97159865934295,-0.00321831502745956,0.181338177152855,0.914463287493171,NA
"AT1G01150.1",3.09670655962512,0.00484993861092296,0.199755186727785,0.839292920399431,NA
"AT1G01160.1",32.7159622252705,0.00538964223362837,0.120170014532647,0.898516776365731,0.979497477004942
"AT1G01160.2",67.6770996558406,0.0833695784630425,0.157087348856061,0.137507493740382,0.52197644746779
"AT1G01170.1",1680.1551862616,-0.0366679110061683,0.0709754665404409,0.307668913177629,0.718101290583195
"AT1G01180.1",946.764620638976,-0.0150813326443921,0.0623671530542234,0.642329067593894,0.901938420928972
"AT1G01190.1",11.461455181173,0.00763298481405247,0.166845211126432,0.825034582265943,NA
"AT1G01200.1",21.157521199934,0.0369963881712375,0.172092836654583,0.36365415350616,0.761541421889287
"AT1G01210.1",320.798344115163,-0.0285258829123116,0.0780536637626293,0.452066281571791,0.819347425358723
"AT1G01220.1",1346.4886160989,0.0317038142943165,0.0549359301774112,0.281913407491057,0.700238476828415
"AT1G01225.1",70.6308899162349,-0.0358283944777394,0.125261324461931,0.432032878123439,0.808529477945791
"AT1G01230.1",1356.59772610304,0.0101507021482463,0.0548656619779342,0.731244969293348,0.934233816704341
"AT1G01240.3",138.070917793351,0.0410787709992023,0.123127810259691,0.376240976251581,0.770164807889726
"AT1G01250.1",71.1072397876271,0.256199141338471,0.336838798210474,0.00930584508454168,0.117326517968968
"AT1G01260.1",61.009822400806,-0.00941919121540961,0.113757932393475,0.824328154597487,0.960111351364272
"AT1G01260.3",0.867735418441816,-0.00387563101729587,0.219548982760707,0.80178251118347,NA
"AT1G01290.1",45.1002633456589,-0.0333937411906985,0.120289896908568,0.45909761090287,0.822641058100949
"AT1G01290.2",86.1573895546716,-0.0669942124751952,0.139238119347807,0.197901786866887,0.611881544752
"AT1G01300.1",2744.95160349026,0.0520653170417219,0.0829992846999423,0.202918856632708,0.618383362303608
