"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT1G01470",2015.06201787626,0.506857537459677,0.113780307206085,0.00000512075567715713,0.0000339404483286749,"salinity_stress","LEA14","AtLEA14 responses to salt stress by stabilizing AtPP2-B11, an E3 ligase, under normal or salt stress conditions.","Jia et al., 2014 _ Overexpression of Late Embryogenesis Abundant 14 enhances Arabidopsis salt stress tolerance. Biochemical and biophysical research communications, 454(4), 505-511."
"AT1G02260",1246.06449863278,-0.290609245029482,0.0857425377591845,0.000588448791791881,0.0024597403217594,"nutrient_stress","CIPK23","CIPK23 and AtKC1 are both involved in the AKT1-mediated low-K+ (LK) response",NA
"AT1G07430",42.1335505054465,0.984994094458039,0.470537009942103,0.00650279387640333,0.0205025772872633,"nutrient_stress","AKT1","AtKC1D showed enhanced inhibition of AKT1 activity and strongly reduced K+ leakage through AKT1 under LK conditions",NA
"AT1G12110",3280.80941953759,0.619235389464275,0.238557896078975,0.0044359092354839,0.0147159071508503,"nutrient_stress","NRT1.1/NPF6.3","Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium. Affects flowering time via interaction with the FLC dependent flowering pathway to influence its target gene FT.","Sakuraba et al., 2021 _ Enhanced NRT1. 1/NPF6. 3 expression in shoots improves growth under nitrogen deficiency stress in Arabidopsis. Communications biology, 4(1), 256."
"AT1G78830",23941.790384625,0.429430696411602,0.116917902124041,0.00016688416213229,0.000800461277762744,"nutrient_stress","MNB1","MNB1 gene negatively controls the Fe-deficiency response in Arabidopsis via modulating reactive oxygen species (ROS) levels and the ROS-mediated signaling pathway, thereby affecting the expression of Fe uptake- and translocation-related genes.","Song et al., 2022 _ MNB1 gene is involved in regulating the iron-deficiency stress response in Arabidopsis thaliana. BMC Plant Biology, 22(1), 151."
"AT2G38170",91.83864962013,0.756665147601796,0.243644488407669,0.000670981742210935,0.00276654098680517,"heavy_metal","CAX1","CAX1 loss of function in A. thaliana led to higher Cd sensitivity at low concentration of Ca, higher sensitivity to methylviologen, and stronger accumulation of reactive oxygen species after Cd treatment.","Baliardin et al., 2015 _ CATION EXCHANGER1 cosegregates with cadmium tolerance in the metal hyperaccumulator Arabidopsis halleri and plays a role in limiting oxidative stress in Arabidopsis Spp. Plant Physiology, 169(1), 549-559."
"AT2G42540",228.80253501647,3.26585186251435,0.408615988798056,0.0000000000000000805536465537233,0.00000000000000215670959883611,"cold_freezing_stress","COR15A","The mature polypeptide encoded by this gene, COR15am, increases the lamellar-to-hexagonal II phase transition temperature of dioleoylphosphatidylethanolamine and promotes formation of the lamellar phase in a lipid mixture composed of the major lipid species that comprise the chloroplast envelope.","Steponkus et al., 1998 _  Mode of action of the COR15a gene on the freezing tolerance of Arabidopsis thaliana. Proceedings of the National Academy of Sciences, 95(24), 14570-14575."
"AT3G10500",1057.90132400853,0.32360053889965,0.108274257350153,0.00264775651695581,0.00935335638942871,"drought_stress","NTL4","Encodes a transcriptional activator that is associated with the plasma membrane in a dormant form and is proteolytically cleaved to create a form that can enter the nucleus. It is thought to promote ROS production by binding directly to the promoters of genes encoding ROS biosynthetic enzymes during drought-induced leaf senescence. The mRNA is cell-to-cell mobile.","Lee et al., 2012 _  A NAC transcription factor NTL4 promotes reactive oxygen species production during drought‐induced leaf senescence in Arabidopsis. The Plant Journal, 70(5), 831-844."
"AT3G25910",4557.59202995771,-1.02655479704818,0.0889649673165256,0.000000000000000000000000000000195972124033261,0.0000000000000000000000000000191849951769113,"salinity_stress","ZFP1","Overexpression of AtZFP1 also enhanced oxidative and osmotic stress tolerance which was determined by measuring the expression of a set of antioxidant genes, osmotic stress genes and ion transport protein genes such as SOS1, AtP5CS1 and AtGSTU5.","Han et al., 2014 _ The CCCH zinc finger protein gene AtZFP1 improves salt resistance in Arabidopsis thaliana. Plant molecular biology, 86, 237-253."
"AT3G48590",1269.04849450041,-0.331751936430707,0.0932878085779584,0.000301376759474635,0.00136050840659654,"cold_freezing_stress","HAP5A","Notably, the modulated freezing resistance of AtHAP5A overexpressing plants and knockout mutant could be reversed by the xth21 mutant and AtXTH21 overexpressing plants, respectively, indicating that AtHAP5A might act upstream of AtXTH21 in freezing stress. Additionally, modulation of AtHAP5A and AtXTH21 expression had the same effects on abscisic acid (ABA) sensitivity and reactive oxygen species (ROS) metabolism.","Shi et al., 2014 _ At HAP 5A modulates freezing stress resistance in Arabidopsis through binding to CCAAT motif of AtXTH21. New Phytologist, 203(2), 554-567."
