"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","abiotic_stress_related_genes","gene_name","remarks","references"
"AT1G01470",2654.03556014596,0.504639670835681,0.125718862834908,0.0000402359293420659,0.000246872409606957,"salinity_stress","LEA14","AtLEA14 responses to salt stress by stabilizing AtPP2-B11, an E3 ligase, under normal or salt stress conditions.","Jia et al., 2014 _ Overexpression of Late Embryogenesis Abundant 14 enhances Arabidopsis salt stress tolerance. Biochemical and biophysical research communications, 454(4), 505-511."
"AT1G02260",1412.05693275736,-0.409666092541118,0.115140210156804,0.000285139335489293,0.00140353697253484,"nutrient_stress","CIPK23","CIPK23 and AtKC1 are both involved in the AKT1-mediated low-K+ (LK) response",NA
"AT1G49780",346.226966131347,-0.689346229139384,0.178714877544523,0.000055177484009882,0.000327316670548352,"cold_freezing_stress","PUB25","This study unravels a mechanism by which PUB25 and PUB26 add different polyubiquitin chains to ICE1 and MYB15 to modulate their stability, thereby regulating the timing and degree of cold stress responses in plants.","Wang et al., 2023 _ PUB25 and PUB26 dynamically modulate ICE1 stability via differential ubiquitination during cold stress in Arabidopsis. The Plant Cell, 35(9), 3585-3603."
"AT1G69410",4043.59775070476,0.461032136861383,0.167809516871518,0.00421115113270511,0.0148517519821755,"nutrient_stress","eIF5A3","The PdeIF5A3 over-expressing plants also exhibited enhanced fitness when exposed to osmotic and nutrient (N, P and K) stress. The spatial localization of AteIF5A3 was visualized by confocal microscopy using transgenic plants expressing PAteIF5A3:GFP-AteIF5A3. GFP fluorescence reflecting expression of AteIF5A3 was detectable in the phloem, particularly companion cells, of roots, stems and leaves, in the epidermal cells of the root tip, in the columella cells of the root cap and in the chalazal tissue of fertilized ovules, which all play a pivotal role in nutrient or hormone translocation.","Ma et al., 2010 _ Arabidopsis eIF5A3 influences growth and the response to osmotic and nutrient stress. Plant, cell & environment, 33(10), 1682-1696."
"AT1G78830",24812.8685031447,0.754727142560499,0.184432636652451,0.0000196785193654758,0.000129539163917238,"nutrient_stress","MNB1","MNB1 gene negatively controls the Fe-deficiency response in Arabidopsis via modulating reactive oxygen species (ROS) levels and the ROS-mediated signaling pathway, thereby affecting the expression of Fe uptake- and translocation-related genes.","Song et al., 2022 _ MNB1 gene is involved in regulating the iron-deficiency stress response in Arabidopsis thaliana. BMC Plant Biology, 22(1), 151."
"AT2G01900",49.0176439457904,1.25469098581606,0.426954317615631,0.000569407344970052,0.00257745241074053,"salinity_stress","5PTase9","The At5ptase9 mutants showed reduced ROS production and Ca2+ influx, as well as decreased fluid-phase endocytosis. Inhibition of endocytosis by phenylarsine oxide or Tyrphostin A23 in wild-type plants blocked these responses. Induction of salt-responsive genes in wild-type plants was also suppressed by the endocytosis inhibitors.","Golani et al ., 2016 _ Inositol polyphosphate phosphatidylinositol 5-phosphatase9 (At5ptase9) controls plant salt tolerance by regulating endocytosis."" Molecular plant 6, no. 6 (2013): 1781-1794."
"AT2G16700",35.8331955753321,1.43633209948034,0.463498341639938,0.000290954898131578,0.00142868475572362,"cold_freezing_stress","ADF5","An ADF that evolved F-actin bundling function, was up-regulated at low temperatures. We also demonstrated that CBFs bound to the ADF5 promoter directly in vivo and in vitro. The cold-induced expression of ADF5 was significantly inhibited in the cbfs triple mutant.","Zhang ET AL., 2021 _ Arabidopsis ADF5 acts as a downstream target gene of CBFs in response to low-temperature stress. Frontiers in Cell and Developmental Biology, 9, 635533."
"AT2G18800",1.84898970513849,0.381798860116224,0.799537405432982,0.0169929110221989,0.048481348770053,"cold_freezing_stress","XTH21","In this study, we showed that AtHAP5A as a transcription factor interacted with CCAAT motif in vivo, and AtXTH21, one direct target of AtHAP5A, was involved in freezing stress resistance.",NA
"AT2G38170",84.6372862976878,0.5982770365509,0.2522558577436,0.00970569862670657,0.0300755430957636,"heavy_metal","CAX1","CAX1 loss of function in A. thaliana led to higher Cd sensitivity at low concentration of Ca, higher sensitivity to methylviologen, and stronger accumulation of reactive oxygen species after Cd treatment.","Baliardin et al., 2015 _ CATION EXCHANGER1 cosegregates with cadmium tolerance in the metal hyperaccumulator Arabidopsis halleri and plays a role in limiting oxidative stress in Arabidopsis Spp. Plant Physiology, 169(1), 549-559."
"AT2G42540",406.885274273607,3.32452296328203,0.717249518379054,0.000000185255855114443,0.00000187430721773792,"cold_freezing_stress","COR15A","The mature polypeptide encoded by this gene, COR15am, increases the lamellar-to-hexagonal II phase transition temperature of dioleoylphosphatidylethanolamine and promotes formation of the lamellar phase in a lipid mixture composed of the major lipid species that comprise the chloroplast envelope.","Steponkus et al., 1998 _  Mode of action of the COR15a gene on the freezing tolerance of Arabidopsis thaliana. Proceedings of the National Academy of Sciences, 95(24), 14570-14575."
