"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G15500",11067.3366650591,-0.229567010575464,0.0865320712901243,0.000528361791730552,0.016140918623582,NA,"Plastid Transporters","ATP/ADP transporter","NTT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G22710",7617.82122603451,0.477655316777836,0.113654142007536,0.000000782638772983857,0.0000893800780100111,NA,"Transporters","sucrose transporter","SUC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Srivastava et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2528097/?tool=pubmed",NA,NA
"AT1G36180",699.989101643411,-0.654087724112228,0.157307068059353,0.000000477068280116194,0.000058205293331195,"ACC2","Plastidial Fatty Acid Synthesis","Acetyl-CoA Carboxylase (Homomeric)","HmACC","Acetyl-CoA Carboxylase (Plastidial, Homomeric)","6.4.1.2 ,nd,6.3.4.14","1,207,192",1,93,480,4.62189856,0.26615671,"targetP, RC2","Sequence similarity to H. sapiens Acetyl-CoA Carboxylase",NA,NA,"Moreau et al 2002;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16326698",NA,NA
"AT1G42970",31485.8218293937,-0.736109027485693,0.142959980428691,0.00000000285877879101838,0.000000758851240432083,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapB",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2011;http://www.plantphysiol.org/cgi/content/full/151/2/543",NA,NA
"AT1G45201",693.77150082294,0.869314401630424,0.157844239043379,0.000000000123354393561081,0.0000000576916750647693,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G48030",690.449338790848,-0.373897652960785,0.171738541925765,0.000587405499855237,0.017319883963416,"mtLPD1","Mitochondrial Fatty Acid & Lipoic Acid Synthesis",NA,NA,"Mitochondrial Dihydrolipoamide Dehydrogenase, branched chain alpha-ketoacid dehydrogenase complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G65260",7564.80385370153,-0.291447551802925,0.0816188467757272,0.0000197159662400449,0.00126562328383399,"VIPP1","Lipid Trafficking","Vesicle-Inducing Protein in Plastids","VIPP1","Vesicle-Inducing Protein in Plastids",NA,NA,241,148,646,NA,NA,NA,"Mutant analysis","hcf155",NA,"Kroll et al 2001;http://www.pnas.org/content/98/7/4238.abstract?ijkey=dff602d93f5a31c641d3fc9c95c4017462e5133a&keytype2=tf_ipsecsha","Westphal et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11274448?ordinalpos=10&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Aseeva et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15210715?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&linkpos=2&log$=relatedarticles&logdbfrom=pubmed"
"AT1G67090",174401.445990386,-0.297212820419562,0.149882501206737,0.00141152919640147,0.0325812785016617,NA,"Rubisco","ribulose bisphosphate carboxylase small chain 1BA","RBCS-1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G71960",547.507189056416,0.368711050055557,0.189547265266242,0.000974229877904884,0.0246926419247557,"AtWBC26;AtABCG25","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,169,652,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G30470",2032.22202945519,-0.220327322510804,0.0956623517975451,0.00127557414561157,0.0301890309989595,"HSI2;VAL1","TAG Synthesis","a member of a novel family of B3 domain proteins","Regulatory protein","a member of a novel family of B3 domain proteins",NA,NA,259,240,666,NA,NA,NA,"Mutant Analysis","hsi2-1/hsi2-2/val1-1/val1-2",NA,"Tsukagoshi et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17267611","Suzuki et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17158584","Tsukagoshi et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15894743"
