"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G01090",8664.2887995905,-1.10267005413177,0.0807583662554757,0.00000000000000000000000000000000000000000074099351982945,0.0000000000000000000000000000000000000000455553728334771,"PDH (E1alpha)","Plastidial Fatty Acid Synthesis","Pyruvate Dehydrogenase &alpha; subunit, E1a component of Pyruvate Dehydrogenase Complex","&alpha;-PDH","Pyruvate Dehydrogenase &alpha; subunit, E1a component of Pyruvate Dehydrogenase Complex","nd,1.2.4.1","12 (overall),11",17,1,586,14.468552,14.7716974,"targetP, RC1","Sequence similarity to H. sapiens pyruvate dehydrogenase E1 alpha 1 precursor",NA,NA,"De Meirleir et al 1992;http://www.ncbi.nlm.nih.gov/pubmed/1551669","Johnston et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9393637?dopt=Abstract",NA
"AT1G01600",132.159202258786,1.31149532014748,0.341955137511835,0.0000320208675718199,0.000122442123367263,"CYP86A4","Cutin Synthesis","Fatty Acyl omega-Hydroxylase","FAH","Fatty Acyl omega-Hydroxylase (CYP86A)","1.14.13.*","199",279,4,363,2.31094928,0.53231342,"targetP, RC4","Heterologous protein expression and mutant characterization",NA,NA,NA,"Rupasinghe et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17427946?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA
"AT1G01610",2047.89004613011,-0.409508769222981,0.130427147522362,0.00143543361474793,0.00408665880686262,"AtGPAT4","Aliphatic Suberin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,502,5.32523094,1.46386191,"targetP, RC2","Heterologous expression and mutant characterization (*)","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G01610",2047.89004613011,-0.409508769222981,0.130427147522362,0.00143543361474793,0.00408665880686262,"AtGPAT4","Cutin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,501,5.32523094,1.46386191,"targetP, RC2","Heterologous expression, in planta overexpression and mutant characterization","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G01710",1789.91019524759,-0.207037923279013,0.0767071286324745,0.0067234837686984,0.0164719033269418,"AtACT2","b-Oxidation","Acyl-CoA Thioesterase","ACT","Acyl-CoA Thioesterase","3.1.2.2","166",205,6,773,NA,NA,NA,"Heterologous expression",NA,NA,"Tilton et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/14660652?dopt=Abstract",NA,NA
"AT1G02190",2.0093972628883,-3.30957168474347,3.99292491781313,0.00736269147894461,0.0178699514694273,NA,"Cuticular Wax Synthesis","CER1-like","CER1 ?","CER1-like",NA,NA,225,7,244,1.20571267,0,"targetP, RC4","Sequence similarity",NA,"No indication of role in cuticular wax biosynthesis",NA,NA,NA
"AT1G02205",4.09788126452999,-2.98090105754924,1.92216762715149,0.00481995130697669,0.0122124485535538,"CER1","Cuticular Wax Synthesis","CER1-like","CER1 ?","CER1-like",NA,NA,225,8,548,8.33951261,1.59694026,"targetP, RC4","Mutant characterization; upregulation in stem epidermis","cer1","Often termed 'aldehyde decarbonylase' but no biochemical evidence for this function","Aarts et al 1995;http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=161066&blobtype=pdf","Jenks et al 1995;http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=157343&blobtype=pdf","McNevin et al 1993;http://www.ncbi.nlm.nih.gov/pubmed/18470011?ordinalpos=69&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum"
"AT1G02390",48.6914215298168,2.52705922416924,0.496583692192945,0.0000000391684554623056,0.000000222344104646324,"AtGPAT2","Cutin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (mitochondrial?)","2.3.1.15","20",26,9,234,1.10523661,0.26615671,"targetP, RC2","Sequence similarity",NA,NA,"Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G02660",2714.35656801124,-2.52216721679719,0.221002379591184,0.000000000000000000000000000000362516896272804,0.000000000000000000000000000011961680930561,NA,"TAG Degradation",NA,NA,"Lipid Acylhydrolase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G04220",79.9808704144512,2.41998340853833,0.466648293863753,0.0000000211482894813708,0.000000123714645850739,"KCS2","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,13,324,1.90904506,0.79847013,"targetP, RC2","Mutant characterization; heterologous expression in yeast; complementation of yeast elo2 elo3 mutant","daisy","Double mutant of kcs2 kcs20 results in 15-20% reduction in cuticular wax. Protein family of 21 members-Root but not seed suberin phenotype. Other family members may have redundant functions.","Franke et al 2008;http://www3.interscience.wiley.com/journal/121404212/abstract","Lee et al 2009;http://www3.interscience.wiley.com/journal/122504706/abstract","Blacklock et al 2006;http://www.jbc.org/cgi/content/full/281/14/9018?view=long&pmid=16449229"
