"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G01610",2383.9746699308,0.388473687423573,0.152440818428534,0.000265523551424097,0.00653593874764855,"AtGPAT4","Cutin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,501,5.32523094,1.46386191,"targetP, RC2","Heterologous expression, in planta overexpression and mutant characterization","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G01610",2383.9746699308,0.388473687423573,0.152440818428534,0.000265523551424097,0.00653593874764855,"AtGPAT4","Aliphatic Suberin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,502,5.32523094,1.46386191,"targetP, RC2","Heterologous expression and mutant characterization (*)","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G12640",1931.87814057798,0.21305037036674,0.086406700995661,0.000982895797819439,0.0176481006915605,NA,"TAG Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,616,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G12640",1931.87814057798,0.21305037036674,0.086406700995661,0.000982895797819439,0.0176481006915605,NA,"Eukaryotic Phospholipid Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,615,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G15500",11067.3366650591,-0.216668109044602,0.086118588360751,0.000819837310216916,0.0153811502240601,NA,"Plastid Transporters","ATP/ADP transporter","NTT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G22710",7617.82122603451,0.484583221007991,0.115644977889902,0.000000803997279209193,0.0000630110337972094,NA,"Transporters","sucrose transporter","SUC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Srivastava et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2528097/?tool=pubmed",NA,NA
"AT1G36180",699.989101643411,-0.465304265795906,0.171064622786762,0.000131254835890456,0.00375836551223939,"ACC2","Plastidial Fatty Acid Synthesis","Acetyl-CoA Carboxylase (Homomeric)","HmACC","Acetyl-CoA Carboxylase (Plastidial, Homomeric)","6.4.1.2 ,nd,6.3.4.14","1,207,192",1,93,480,4.62189856,0.26615671,"targetP, RC2","Sequence similarity to H. sapiens Acetyl-CoA Carboxylase",NA,NA,"Moreau et al 2002;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16326698",NA,NA
"AT1G42970",31485.8218293937,-0.686893511030746,0.140242381203226,0.0000000391741839510471,0.00000523468364183958,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapB",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2011;http://www.plantphysiol.org/cgi/content/full/151/2/543",NA,NA
"AT1G45201",693.77150082294,0.966541641853558,0.152132518237523,0.00000000000200890326207721,0.00000000136072023368905,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G48030",690.449338790848,-0.37592043578041,0.173025551653862,0.000759630076775304,0.0144868093185411,"mtLPD1","Mitochondrial Fatty Acid & Lipoic Acid Synthesis",NA,NA,"Mitochondrial Dihydrolipoamide Dehydrogenase, branched chain alpha-ketoacid dehydrogenase complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G48300",16730.9177846151,0.241445243033306,0.120988315062587,0.00272433593037328,0.0378995259775654,"AtDGAT2","TAG Synthesis","Acyl-CoA : Diacylglycerol Acyltransferase","DAGAT","Acyl-CoA : Diacylglycerol Acyltransferase","2.3.1.20","78",105,98,634,NA,NA,NA,"Sequence similarity to peanut AhDGAT",NA,NA,"Saha et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16798944",NA,NA
"AT1G55260",350.385118842172,0.599177315769234,0.168095505641273,0.00000836798200449065,0.000421467360292846,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,124,589,15.5737886,6.12160434,"targetP, RC3","Sequence similarity",NA,NA,NA,NA,NA
"AT1G64670",721.715180017987,0.543207230115945,0.167473050428417,0.0000246926333071405,0.000985848365959678,"BODYGUARD","Aliphatic Suberin Synthesis","Hydrolase-like Protein","Hydrolase ?","Hydrolase-like Protein (cell wall located)",NA,NA,228,146,333,2.00952111,2.79464546,"targetP,RC 1","Mutant characterization","bodyguard (bdg)","Function shown in cutin; proposed to be involved in cutin assembly. Belongs to the &alpha; , &beta;-hydrolase superfamily","Kurdyukov et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16415209?dopt=Abstract",NA,NA
