"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G01090",8664.2887995905,-0.706610510096557,0.0805629891373522,0.000000000000000000716786950543917,0.0000000000000000236013187800871,"PDH (E1alpha)","Plastidial Fatty Acid Synthesis","Pyruvate Dehydrogenase &alpha; subunit, E1a component of Pyruvate Dehydrogenase Complex","&alpha;-PDH","Pyruvate Dehydrogenase &alpha; subunit, E1a component of Pyruvate Dehydrogenase Complex","nd,1.2.4.1","12 (overall),11",17,1,586,14.468552,14.7716974,"targetP, RC1","Sequence similarity to H. sapiens pyruvate dehydrogenase E1 alpha 1 precursor",NA,NA,"De Meirleir et al 1992;http://www.ncbi.nlm.nih.gov/pubmed/1551669","Johnston et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9393637?dopt=Abstract",NA
"AT1G01600",132.159202258786,1.54449401629643,0.347140962018315,0.000000909750716614207,0.00000685290110855236,"CYP86A4","Cutin Synthesis","Fatty Acyl omega-Hydroxylase","FAH","Fatty Acyl omega-Hydroxylase (CYP86A)","1.14.13.*","199",279,4,363,2.31094928,0.53231342,"targetP, RC4","Heterologous protein expression and mutant characterization",NA,NA,NA,"Rupasinghe et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17427946?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA
"AT1G01610",2047.89004613011,-0.304764963333467,0.12921620261649,0.0150082644562062,0.0420021297043069,"AtGPAT4","Cutin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,501,5.32523094,1.46386191,"targetP, RC2","Heterologous expression, in planta overexpression and mutant characterization","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G01610",2047.89004613011,-0.304764963333467,0.12921620261649,0.0150082644562062,0.0420021297043069,"AtGPAT4","Aliphatic Suberin Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (endomembrane predicted?)","2.3.1.15","20",26,5,502,5.32523094,1.46386191,"targetP, RC2","Heterologous expression and mutant characterization (*)","gpat4,gpat8","acyl acceptor could be glycerol-3-phosphate or glycerol","Li et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17991776","Zheng et al 2003;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12897259",NA
"AT1G01710",1789.91019524759,-0.267858665469075,0.07667268615014,0.000421020254734858,0.00182888278285113,"AtACT2","b-Oxidation","Acyl-CoA Thioesterase","ACT","Acyl-CoA Thioesterase","3.1.2.2","166",205,6,773,NA,NA,NA,"Heterologous expression",NA,NA,"Tilton et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/14660652?dopt=Abstract",NA,NA
"AT1G02660",2714.35656801124,-2.56309061159116,0.221341484033294,0.0000000000000000000000000000000351224642761907,0.00000000000000000000000000000357535491920697,NA,"TAG Degradation",NA,NA,"Lipid Acylhydrolase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G04220",79.9808704144512,1.38374723298299,0.484479494669344,0.000466002645919066,0.00200165053875371,"KCS2","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,13,324,1.90904506,0.79847013,"targetP, RC2","Mutant characterization; heterologous expression in yeast; complementation of yeast elo2 elo3 mutant","daisy","Double mutant of kcs2 kcs20 results in 15-20% reduction in cuticular wax. Protein family of 21 members-Root but not seed suberin phenotype. Other family members may have redundant functions.","Franke et al 2008;http://www3.interscience.wiley.com/journal/121404212/abstract","Lee et al 2009;http://www3.interscience.wiley.com/journal/122504706/abstract","Blacklock et al 2006;http://www.jbc.org/cgi/content/full/281/14/9018?view=long&pmid=16449229"
"AT1G04220",79.9808704144512,1.38374723298299,0.484479494669344,0.000466002645919066,0.00200165053875371,"KCS2 (DAISY)","Aliphatic Suberin Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.120","147",177,13,323,1.90904506,0.79847013,"targetP, RC2","Mutant phenotype, and heterologous expression","daisy","Protein family of 21 members-Root but not seed suberin phenotype. Other family members may have redundant functions.","Franke et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/18786002?ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Trenkamp et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=15277688",NA
"AT1G04640",31.3941161321035,0.820417346535455,0.410569551679721,0.0116081630577071,0.0337198924837966,"LT","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Lipoyltransferase","LT","Lipoyltransferase","2.3.1.181","16",22,14,152,0.50238028,1.06462684,"experimental","Sequence similarity and heterologous protein expression",NA,NA,"Wada et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11427685",NA,NA
"AT1G04710",671.933841107554,0.869564425955932,0.116440712933131,0.000000000000025182853015809,0.000000000000511484163280553,"KAT1","b-Oxidation","Ketoacyl-CoA Thiolase","KAT","Ketoacyl-CoA Thiolase","2.3.1.16","89",116,15,268,1.40666478,0.93154849,"targetP, RC5","Sequence Similarity",NA,"Encodes a cytosolic delta3, delta2-enoyl CoA isomerase, involved in unsaturated fatty acid degradation",NA,NA,NA
"AT1G06090",23.0374155525691,1.01723864838359,0.614031615483229,0.0134547557370584,0.0381810821676565,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Acyl-CoA Desaturase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G06100",18.7519711686569,1.13235795711274,1.36479615507699,0.0179187150393394,0.048722048310116,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Acyl-CoA Desaturase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G06350",176.648319585209,0.542653030639108,0.238916594356844,0.0118823130126562,0.0343950356617626,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Acyl-CoA Desaturase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G09420",29.7762666982589,-1.03049055808219,0.481787689911683,0.00520948691765582,0.0168875412627536,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD4",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G09420",178.660756526678,-1.38036609564226,0.225373310742368,0.000000000123254862972615,0.00000000164453525003305,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD4",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G09430",9222.62671487484,-1.19061954316821,0.107427788897571,0.0000000000000000000000000000274477113820966,0.00000000000000000000000000223349195389793,"ACLA-3","Cuticular Wax Synthesis","ATP Citrate Lyase A subunit","ATP-CL-&alpha;","ATP Citrate Lyase A subunit","4.1.3.8","164",202,34,524,7.03332389,3.72619395,"targetP, RC4","Biochemical assay, Sequence similarity to Hs ACL",NA,NA,"Fatland et al 2002;http://www.plantphysiol.org/cgi/content/full/130/2/740",NA,NA
"AT1G09780",5415.84727063107,1.24143530241771,0.138012957928421,0.0000000000000000000418519083396819,0.00000000000000000154086182995276,NA,"Glycolysis","Phosphoglycerate mutase","i-PGM",NA,"5.4.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2009;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT1G11090",455.275150403303,0.305152757094532,0.120961564957824,0.00947885878061668,0.0283367638590777,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,38,169,0.60285633,0.79847013,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G12000",2695.65153372153,0.789445237240887,0.103126316585119,0.00000000000000709871735380553,0.000000000000155556884311394,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2014;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c80",NA,NA
"AT1G12240",6664.78092801115,-1.92168945613551,0.184623047198506,0.0000000000000000000000000206069311347906,0.0000000000000000000000013196182892858,NA,"Sucrose Degradation","vacuolar invertase","BFRUCT4",NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sergeeva et al 2006;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1413815/?tool=pubmed",NA,NA
"AT1G12640",1847.3048970654,-0.532410991241495,0.0804012915278033,0.0000000000200396939914652,0.000000000294950588234982,NA,"TAG Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,616,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G12640",1847.3048970654,-0.532410991241495,0.0804012915278033,0.0000000000200396939914652,0.000000000294950588234982,NA,"Eukaryotic Phospholipid Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,615,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G12900",36.8123833598413,-0.842423907907973,0.364211666214137,0.00525883355048224,0.0170215931148178,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapA-2",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2010;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G13440",9425.6217272377,0.450549673566389,0.0975998606707218,0.00000264708675355517,0.0000184948629040438,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapC2",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rius et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577239/?tool=pubmed",NA,NA
"AT1G13560",525.437493413498,-0.412876866583001,0.126684707509074,0.000765781783061782,0.0031127092489678,NA,"Eukaryotic Phospholipid Synthesis","Diacylglycerol Cholinephosphotransferase","DAG-CPT","Diacylglycerol Cholinephosphotransferase","2.7.8.2","38",46,43,442,3.51666194,2.39541039,"targetP, RC5","Heterologous Protein Expression",NA,NA,"Goode et al 1999;http://www.ingentaconnect.com/content/els/09819428/1999/00000037/00000006/art80049",NA,NA
"AT1G13700",794.682087133419,-0.753744884554143,0.189907378290526,0.0000256527452049753,0.000146601049593452,NA,"OPPP","6-phosphogluconolactonase","PGL1",NA,"3.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G14190",39.0306578110158,-0.774869120960507,0.360439049972338,0.00903196509712381,0.0272237513503138,NA,"Aliphatic Suberin Synthesis","omega-Hydroxy Fatty Acyl Dehydrogenase","HFADH","omega-Hydroxy Fatty Acyl Dehydrogenase","1.1.1.*","204",226,47,620,NA,NA,NA,"Sequence similarity to HOTHEAD (HTD)",NA,NA,NA,NA,NA
