"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G51680",54.3495482911326,1.48711431817769,0.365600049521713,0.0000112687545411251,0.0000526358703321405,"At-4CL1","Aromatic Suberin Synthesis","4-Coumarate-CoA Ligase","4CL","4-Coumarate-CoA Ligase","6.2.1.12","191",234,109,637,NA,NA,NA,"Heterologous expression",NA,"Activate 4-coumarate and ferulate","Ehlting et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11576429?ordinalpos=16&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Ehlting et al 1999;http://www.ncbi.nlm.nih.gov/pubmed/10417722?dopt=Abstract",NA
"AT1G52700",68.1300214321639,-1.19058880481107,0.431690159629518,0.00170465298325752,0.00515739597388799,NA,"Phospholipases",NA,NA,"Lysophospholipase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G52760",2173.51558087505,0.797821984988783,0.149577620353169,0.0000000572724202408823,0.000000388731271735072,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,112,471,4.21999433,1.46386191,"targetP, RC4","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score=90)",NA,NA,NA,NA,NA
"AT1G53240",7334.93099598653,0.795276356779762,0.162514793451411,0.000000589031473203077,0.00000341119260667055,NA,"Glycolysis","NAD-dependent malate dehydrogenase","MDH",NA,"1.1.1.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G53270",23.0662011336974,3.71094857018677,0.805015859769483,0.000000615230973900573,0.00000355253833315739,"AtWBC10;AtABCG10","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,113,638,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G53310",91.2668573533949,1.55742235564818,0.457186711118073,0.000133167928282191,0.000512482699356332,NA,"Glycolysis","phosphoenolpyruvate carboxylase","PECP1",NA,"4.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gregory et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677216/?tool=pubmed",NA,NA
"AT1G53310",404.626335713255,2.18756657714064,0.34280098071074,0.0000000000232245889949218,0.00000000024245605164269,NA,"Glycolysis","phosphoenolpyruvate carboxylase","PECP1",NA,"4.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gregory et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677216/?tool=pubmed",NA,NA
"AT1G53390",2499.81165448573,0.429888304241493,0.126505718984394,0.000583906274971042,0.00196478322771698,"AtWBC25;AtABCG24","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,114,639,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G54060",1221.5871602175,-0.701885012744407,0.0959736079489474,0.000000000000162705162106816,0.00000000000220752949009064,"ASIL1","TAG Synthesis","Trihelix DNA Binding Family","Regulatory protein","Trihelix DNA Binding Family",NA,NA,260,115,640,NA,NA,NA,"Mutant Analysis","asil1",NA,"Gao et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19155348",NA,NA
"AT1G54580",4453.04590313001,-0.295774366285257,0.103964627133748,0.00408327944680127,0.0112207439149781,"ACP2","Plastidial Fatty Acid Synthesis","Acyl Carrier Protein","ACP","Acyl Carrier Protein",NA,"8",14,120,587,14.468552,4.25850737,"targetP, RC2","Heterologous protein expression",NA,NA,"Hloušek-Radojčić et al 1992;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=16668615","Bonaventure et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/11788768?dopt=Abstract",NA
"AT1G54630",126.143746007492,-0.532107332630052,0.244134164059157,0.0213700419962137,0.0480796288070506,"ACP3","Plastidial Fatty Acid Synthesis","Acyl Carrier Protein","ACP","Acyl Carrier Protein",NA,"8",14,121,553,8.94236894,7.18623118,"targetP, RC4","Heterologous protein expression",NA,NA,"Hloušek-Radojčić et al 1992;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=16668615","Bonaventure et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/11788768?dopt=Abstract",NA
"AT1G55260",446.500451446655,0.490858702810377,0.162952235860651,0.0020896489377528,0.00617712309329977,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,124,589,15.5737886,6.12160434,"targetP, RC3","Sequence similarity",NA,NA,NA,NA,NA
"AT1G56560",1300.10577822412,0.529428843286074,0.114215362854998,0.00000286639778161554,0.000014883663612117,NA,"Sucrose Degradation","βfructofuranosidase",NA,NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murayama and  Handa 2008;http://www.springerlink.com/content/d835u47016668885/",NA,NA
"AT1G56630",10.0419326287674,5.46712188673694,2.28838406755112,0.0000284875481505156,0.000123711727304573,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,127,20,0,0,"targetP, RC2","Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G60810",612.348220180038,-0.8739604980355,0.182672722554187,0.000000885254326110863,0.0000050040758473555,"ACLA-2","Cuticular Wax Synthesis","ATP Citrate Lyase A subunit","ATP-CL-&alpha;","ATP Citrate Lyase A subunit","4.1.3.8","164",202,133,405,2.81332956,2.12925368,"targetP, RC4","Biochemical assay, Sequence similarity to Hs ACL",NA,NA,NA,NA,NA
"AT1G61800",750.53743709572,6.2467171775756,0.696490334120707,0.000000000000000000016960404114933,0.000000000000000000468365286196409,NA,"Plastid Transporters","Glc 6-P, TP transporter","GPT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G62640",154.512250504767,-0.824568940322929,0.295650434923794,0.00278762077285359,0.00801417643523463,"KASIII","Plastidial Fatty Acid Synthesis","Ketoacyl-ACP Synthase III","KASIII","Ketoacyl-ACP Synthase III","2.3.1.180","193",9,138,406,2.81332956,0.53231342,"targetP, RC1","Sequence similarity to E. coli 3-oxoacyl-[acyl-carrier-protein] synthase 3",NA,NA,"Davies et al 2000;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=10673437",NA,NA
"AT1G62790",513.464389051785,1.67706876420628,0.209969718351755,0.000000000000000276532833617776,0.00000000000000502104894866949,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,139,347,2.10999717,0.66539178,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT1G63050",389.617156013389,-0.527440814142557,0.157808745832684,0.000652803488187365,0.00217221772867719,NA,"Eukaryotic Phospholipid Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,140,643,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G63050",389.617156013389,-0.527440814142557,0.157808745832684,0.000652803488187365,0.00217221772867719,NA,"TAG Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,140,644,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G63380",17.8045161233501,1.35126814428197,0.56842228767719,0.00414348752812069,0.0113692179086294,"KAR","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Ketoacyl-ACP Reductase","KAR","Ketoacyl-ACP Reductase","1.1.1.100","4",10,141,108,0.20095211,0,"targetP, RC4",NA,NA,NA,NA,NA,NA
"AT1G63710",31.8946733814466,1.76699537471346,0.98403243391617,0.0076570277953107,0.0195407410010084,"CYP86A7","Cutin Synthesis","Fatty Acyl omega-Hydroxylase","FAH","Fatty Acyl omega-Hydroxylase (CYP86A)","1.14.13.*","199",279,142,221,1.00476056,0,"targetP, RC3","Heterologous protein expression",NA,NA,NA,NA,NA
"AT1G64400",1197.90001121142,2.52530816182625,0.228514158592873,0.0000000000000000000000000000261232629052447,0.00000000000000000000000000150574019855398,"LACS3","Cutin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,270,1.40666478,3.72619395,"targetP, RC2","Heterologous protein expression and sequence similarity",NA,NA,"Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484",NA,NA
"AT1G64400",1197.90001121142,2.52530816182625,0.228514158592873,0.0000000000000000000000000000261232629052447,0.00000000000000000000000000150574019855398,"LACS3","Cuticular Wax Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,272,1.40666478,3.72619395,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,NA,"Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484",NA,NA
"AT1G64400",1197.90001121142,2.52530816182625,0.228514158592873,0.0000000000000000000000000000261232629052447,0.00000000000000000000000000150574019855398,"LACS3","Aliphatic Suberin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,271,1.40666478,3.72619395,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,"mutant characterization","Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484","Lü et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19392700",NA
"AT1G65260",7070.25751134061,-0.87491964382134,0.095304558173988,0.0000000000000000000229707399924451,0.000000000000000000623647118972969,"VIPP1","Lipid Trafficking","Vesicle-Inducing Protein in Plastids","VIPP1","Vesicle-Inducing Protein in Plastids",NA,NA,241,148,646,NA,NA,NA,"Mutant analysis","hcf155",NA,"Kroll et al 2001;http://www.pnas.org/content/98/7/4238.abstract?ijkey=dff602d93f5a31c641d3fc9c95c4017462e5133a&keytype2=tf_ipsecsha","Westphal et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11274448?ordinalpos=10&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Aseeva et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15210715?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&linkpos=2&log$=relatedarticles&logdbfrom=pubmed"
"AT1G65290",2874.2559502955,0.390589409448105,0.13705193662574,0.00370729342741039,0.0103007025943307,NA,"Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Acyl Carrier Protein","ACP","Acyl Carrier Protein",NA,"8",14,149,505,5.425707,3.99235066,"targetP, RC2",NA,NA,NA,NA,NA,NA
"AT1G67090",162691.216076947,-0.714193937701368,0.151872340519945,0.00000163429778051635,0.0000088928579334749,NA,"Rubisco","ribulose bisphosphate carboxylase small chain 1BA","RBCS-1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G68000",1303.39940684655,-0.290675949747105,0.103574209004518,0.00461022259086306,0.0124885972673879,"AtPIS1","Eukaryotic Phospholipid Synthesis","Phosphatidylinositol Synthase","PIS","Phosphatidylinositol Synthase","2.7.8.11","42",52,159,372,2.41142533,2.12925368,"targetP, RC5","Heterologous Protein Expression",NA,NA,"Collin et al 1999;http://www.ncbi.nlm.nih.gov/pubmed/10411624?dopt=Abstract",NA,NA
"AT1G69640",1554.93449322116,0.393129894206272,0.1458490024429,0.00621917692079012,0.0162644227937634,"SBH1","Sphingolipid Synthesis","Sphingobase C4-Hydroxylase","SBH","Sphingobase C4-Hydroxylase",NA,"54",65,162,308,1.70809294,2.26233204,"targetP, RC2","Heterologous expression",NA,NA,"Chen et al 2008;http://dx.doi.org/10.1105/tpc.107.057851",NA,NA
"AT1G71100",750.00453550603,0.605116062184626,0.137760464653473,0.00000817774077600741,0.0000391926136707275,NA,"OPPP","ribose-5-phosphate isomerase","isomerase",NA,"5.3.1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G71880",8344.51293535668,2.692242447764,0.288505682582472,0.00000000000000000000115645076207756,0.0000000000000000000357694524428912,NA,"Transporters","sucrose transporter","SUC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sivitz et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2330317/?tool=pubmed",NA,NA
"AT1G71890",21.3957730156112,1.43427815546226,0.743841081104175,0.00984570576067228,0.0243894441807251,NA,"Transporters","sucrose transporter","SUC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sivitz et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1761979/?tool=pubmed",NA,NA
"AT1G71960",619.736801873508,1.27314048150477,0.128577892515276,0.0000000000000000000000129877838870854,0.000000000000000000000471974967349443,"AtWBC26;AtABCG25","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,169,652,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G73480",1581.0811732682,1.21684894999765,0.23731550536722,0.0000000969545606075338,0.000000633207411290251,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,175,457,3.91856617,0.13307836,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G73600",673.968269892826,3.3038000799167,0.548173359154097,0.000000000128894289003825,0.00000000122589935628777,NA,"Eukaryotic Phospholipid Synthesis","Phosphoethanolamine N-Methyltransferase","PEAMT","Phosphoethanolamine N-Methyltransferase","2.1.1.103","60",72,178,262,1.30618872,25.9502793,"targetP, RC3","homologus to At3g18000",NA,"Highest expression in leaves","Cruz-Ramírez et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15295103?dopt=Abstract",NA,NA
"AT1G74030",932.81075959845,2.00812800724425,0.232541682713755,0.000000000000000000903688138940149,0.0000000000000000213610320181587,NA,"Glycolysis","enolase","ENO",NA,"4.2.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prabhakar et al 2009;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4VM9K9G-3&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=50e448c24c46d54aecd62e4385e22d85",NA,NA
"AT1G74320",1132.95781119339,-0.609654199024159,0.107536057904147,0.0000000103587467685302,0.0000000778568000265991,NA,"TAG Synthesis","Choline Kinase","CK","Choline Kinase","2.7.1.32","44",54,183,250,1.20571267,0.26615671,"targetP, RC2","Sequence similarity to soybean CK1",NA,NA,"Monks et al 1996;http://www.ncbi.nlm.nih.gov/pubmed/8934624",NA,NA
"AT1G74320",1132.95781119339,-0.609654199024159,0.107536057904147,0.0000000103587467685302,0.0000000778568000265991,NA,"Eukaryotic Phospholipid Synthesis","Choline Kinase","CK","Choline Kinase","2.7.1.32","44",54,183,251,1.20571267,0.26615671,"targetP, RC2","putative; Sequence similar to AtCK1",NA,NA,"Tasseva et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15147879?dopt=Abstract",NA,NA
"AT1G74960",689.230348531443,-1.10293316776567,0.15381635931978,0.000000000000275649774458336,0.00000000000363465529115611,"KASII (fab1)","Plastidial Fatty Acid Synthesis","Ketoacyl-ACP Synthase II","KASII","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,537,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594","Carlsson et al 2002;http://www3.interscience.wiley.com/journal/118956922/abstract","Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",689.230348531443,-1.10293316776567,0.15381635931978,0.000000000000275649774458336,0.00000000000363465529115611,"KASII","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Ketoacyl-ACP Synthase II","KAS II","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,536,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594",NA,"Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",47.9213846247427,-0.855384161330315,0.310154986438141,0.00291489708566398,0.00833636623511293,"KASII (fab1)","Plastidial Fatty Acid Synthesis","Ketoacyl-ACP Synthase II","KASII","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,537,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594","Carlsson et al 2002;http://www3.interscience.wiley.com/journal/118956922/abstract","Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",47.9213846247427,-0.855384161330315,0.310154986438141,0.00291489708566398,0.00833636623511293,"KASII","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Ketoacyl-ACP Synthase II","KAS II","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,536,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594",NA,"Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G76150",2518.26255414693,0.25773825379348,0.0794738754627562,0.0011557064934618,0.00362910149957872,"AtECH2","b-Oxidation","Peroxisomal Enoyl-CoA Hydratase 2","ECH2","Peroxisomal Enoyl-CoA Hydratase 2","4.2.1.17",NA,261,187,657,NA,NA,NA,"Heterologous protein expression, RNAi phenotype",NA,"This gene has been characterised in Goepfert et al 2005. The link should come from DCI1 in the beta-ox figure.  Also referred to as enoyl-CoA hydratase/isomerase;   thus apparently can carry out either reaction","Goepfert et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16982622?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA,NA
"AT1G76550",1247.85171185515,0.57114374883934,0.1291860014117,0.00000738490250182651,0.0000356849236608327,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2016;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c82",NA,NA
"AT1G77210",329.712941595055,-2.05326420201628,0.271998153826977,0.00000000000000630919850489206,0.000000000000101155257920687,NA,"Transporters","monosaccharide transporter","STP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Büttner 2007;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4N8C72V-2&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=45cf25c09ee282fe6e89d2829c95f906",NA,NA
"AT1G77210",4.03154174228846,-2.63404886589353,1.27179779762674,0.00304257485269355,0.00865348725904067,NA,"Transporters","monosaccharide transporter","STP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Büttner 2007;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4N8C72V-2&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=45cf25c09ee282fe6e89d2829c95f906",NA,NA
"AT1G77420",637.635973111278,0.658100164250933,0.146304909954294,0.00000481416210352313,0.00002397311298749,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,190,273,1.40666478,1.59694026,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G77590",1912.98960796112,-0.287655159510261,0.125540310769967,0.0198574131537414,0.0450732314250858,"LACS9","Plastidial Fatty Acid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,191,328,1.90904506,1.06462684,"targetP, RC5","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
"AT1G77590",1912.98960796112,-0.287655159510261,0.125540310769967,0.0198574131537414,0.0450732314250858,"LACS9","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase (plastidial)","6.2.1.3","95",124,191,327,1.90904506,1.06462684,"targetP, RC5","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
"AT1G78050",201.186603354641,0.909303274683818,0.260341070856205,0.000234877692725997,0.000864023951040166,NA,"Glycolysis","Phosphoglycerate mutase","d-PGM",NA,"5.4.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2013;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT1G78690",313.50833746439,-0.711547051725193,0.186138169314319,0.0000825457280299069,0.000331430681422869,NA,"Mitochondrial Phospholipid Synthesis","Cardiolipin Transacylase","TAZ","Cardiolipin Transacylase","2.3.1.23",NA,243,194,140,0.40190422,0.39923507,"targetP, RC4","Sequence similarity to yeast TAZ1",NA,"http://www.ncbi.nlm.nih.gov/pubmed/14551214","Xu  et al, 203;http://www.ncbi.nlm.nih.gov/pubmed/14551214",NA,NA
"AT1G79530",1398.18858975354,1.59489490900115,0.174943755584517,0.0000000000000000000142340816547492,0.000000000000000000396476879821204,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapCp-1",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2009;http://www.plantphysiol.org/cgi/content/full/151/2/541",NA,NA
"AT1G79550",1455.53782484214,1.47259796726246,0.279854464115391,0.0000000336474491061173,0.000000235641893508864,NA,"Glycolysis","Phosphoglycerate kinase","PGK",NA,"2.7.2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graham et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2174870/?tool=pubmed",NA,NA
"AT1G79550",35.8140109164213,1.20287213512766,0.431269842959651,0.00168093565727301,0.00509341493703859,NA,"Glycolysis","Phosphoglycerate kinase","PGK",NA,"2.7.2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graham et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2174870/?tool=pubmed",NA,NA
"AT1G79750",12774.3856961738,-0.674572545426863,0.0978539941771032,0.00000000000360192172198525,0.0000000000412827015867215,NA,"Glycolysis","NADP-Malic Enzyme","ATNADP-ME4",NA,"1.1.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1203356/?tool=pubmed",NA,NA
"AT1G80300",5610.74827481388,1.08231762462665,0.0833854375549682,0.00000000000000000000000000000000000000825221841213944,0.000000000000000000000000000000000000843723838844336,NA,"Plastid Transporters","ATP/ADP transporter","NTT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G01180",39.5157014354129,0.790919019548513,0.356503379799772,0.0145388786785647,0.0343317944416844,"LPP1","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Phosphatidate Phosphatase","PP","Phosphatidate Phosphatase (plastidial)","3.1.3.4","28",34,196,435,3.31570983,1.33078355,"targetP, RC5","Heterologous protein expression","lpp1","Heterologous protein exhibits both PA and DGPP phosphatase activity","Pierrugues et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11278556?log$=activity","Franca et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18755595?log$=activity",NA
"AT2G02770",442.905235721116,-1.00853014705106,0.175453115120489,0.00000000390214625882961,0.0000000310400735902269,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Holo-ACP Synthase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G04350",231.780888846049,0.899464282695106,0.275083711215234,0.000525310681509083,0.00178415893871362,"LACS8","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase (plastidial)","6.2.1.3","95",124,200,467,4.11951828,1.33078355,"targetP, RC2","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
"AT2G04350",231.780888846049,0.899464282695106,0.275083711215234,0.000525310681509083,0.00178415893871362,"LACS8","Plastidial Fatty Acid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,200,468,4.11951828,1.33078355,"targetP, RC2","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
