"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G06290",3893.79118137603,0.426689583242386,0.153204327612015,0.00466237308129196,0.0126103340793079,"ACX3","b-Oxidation","Acyl-CoA Oxidase","ACX","Acyl-CoA Oxidase","1.3.3.6","86",113,23,246,1.20571267,1.1977052,"targetP, RC3","Heterologous protein expression
and Characterization of mutant
","acx3","http://www.ncbi.nlm.nih.gov/pubmed/10918060?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=16",NA,"Rylott et al 2003;http://www.ncbi.nlm.nih.gov/pubmed/12682048?ordinalpos=33&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Adham et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15743450?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum"
"AT1G06350",246.226214905094,-0.645595185955692,0.255162853284032,0.00733848397746452,0.018811664479094,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Acyl-CoA Desaturase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G06360",884.802374211514,-0.936554887457888,0.285499336775632,0.00046938794906538,0.00161141836252591,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Acyl-CoA Desaturase-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G07720",1607.2952578481,0.482626172115576,0.183189598913932,0.00685624147584271,0.0177058295705209,"KCS3","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,30,493,5.12427883,1.46386191,"targetP, RC3","Upregulated in epidermis of stems",NA,NA,"Suh et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1310549&tool=pmcentrez",NA,NA
"AT1G08510",7019.76871669483,-0.468164205142566,0.1561986180933,0.00202991842233533,0.00602197445612778,"FatB","Plastidial Fatty Acid Synthesis","Acyl-ACP Thioesterase B","FATB","Acyl-ACP Thioesterase B","3.1.2.14","10",16,31,535,7.63618022,6.25468269,"targetP, RC1","Heterologous protein expression and mutant charaterization",NA,NA,"Bonaventure et al 2003;http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12671095&dopt=Abstract",NA,NA
"AT1G08510",7019.76871669483,-0.468164205142566,0.1561986180933,0.00202991842233533,0.00602197445612778,"FatB","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Acyl-ACP Thioesterase B","FATB","Acyl-ACP Thioesterase B","3.1.2.14","10",16,31,534,7.63618022,6.25468269,"targetP, RC1","Heterologous protein expression and mutant charaterization",NA,NA,"Bonaventure et al 2003;http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12671095&dopt=Abstract",NA,NA
"AT1G09420",163.142759501696,-0.908260580432018,0.242822561915355,0.0000888104354735304,0.000353553904507959,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD4",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G09420",26.2764586893114,-0.954419221078725,0.43694660045612,0.0115912180366346,0.0281610309018285,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD4",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G09430",8322.23628365276,-1.04540431898439,0.133448015883298,0.00000000000000198979239325587,0.0000000000000334640998774397,"ACLA-3","Cuticular Wax Synthesis","ATP Citrate Lyase A subunit","ATP-CL-&alpha;","ATP Citrate Lyase A subunit","4.1.3.8","164",202,34,524,7.03332389,3.72619395,"targetP, RC4","Biochemical assay, Sequence similarity to Hs ACL",NA,NA,"Fatland et al 2002;http://www.plantphysiol.org/cgi/content/full/130/2/740",NA,NA
"AT1G09780",7736.83266608718,1.35171059073598,0.208712653062684,0.0000000000323073020943386,0.000000000330447653219783,NA,"Glycolysis","Phosphoglycerate mutase","i-PGM",NA,"5.4.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2009;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT1G11090",529.980669654613,0.444719357076836,0.12466889156881,0.000286297049609021,0.00102994184350411,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,38,169,0.60285633,0.79847013,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G12000",3617.89432773218,0.640667052989572,0.178608427998395,0.000225791431415258,0.000832620041564925,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2014;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c80",NA,NA
"AT1G12240",6794.32051754342,-2.21596144593812,0.22669490284298,0.0000000000000000000000183543446797934,0.000000000000000000000658634666678103,NA,"Sucrose Degradation","vacuolar invertase","BFRUCT4",NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sergeeva et al 2006;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1413815/?tool=pubmed",NA,NA
"AT1G12900",56.5472996376392,-1.88938211058588,0.349455340729462,0.0000000102601746781872,0.000000077160945879595,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapA-2",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2010;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G12900",131.225396229953,-1.21973441236543,0.275258830901858,0.00000311470838940944,0.0000161080814237523,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapA-2",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2010;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G13440",10805.3682996484,0.779623745644859,0.149257337153198,0.000000111682017353434,0.000000722260837628319,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapC2",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rius et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577239/?tool=pubmed",NA,NA
"AT1G13560",489.139739023826,-0.426907929361176,0.148190669884717,0.00333074768816356,0.00937785096552662,NA,"Eukaryotic Phospholipid Synthesis","Diacylglycerol Cholinephosphotransferase","DAG-CPT","Diacylglycerol Cholinephosphotransferase","2.7.8.2","38",46,43,442,3.51666194,2.39541039,"targetP, RC5","Heterologous Protein Expression",NA,NA,"Goode et al 1999;http://www.ingentaconnect.com/content/els/09819428/1999/00000037/00000006/art80049",NA,NA
"AT1G13700",699.081184107974,-1.23694438697685,0.186479721467732,0.0000000000104416976257645,0.000000000114189447932013,NA,"OPPP","6-phosphogluconolactonase","PGL1",NA,"3.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G14290",1814.51341516599,-2.44191497869434,0.183881360735583,0.0000000000000000000000000000000000000000335225526065131,0.00000000000000000000000000000000000000394387473930051,"SBH2","Sphingolipid Synthesis","Sphingobase C4-Hydroxylase","SBH","Sphingobase C4-Hydroxylase","1.14.*","54",65,48,422,3.11475772,3.99235066,"targetP, RC1","Heterologous expression",NA,NA,"Chen et al 2008;http://dx.doi.org/10.1105/tpc.107.057851",NA,NA
"AT1G15500",11118.9212065076,-0.463163786387689,0.101541316542173,0.00000442188025999927,0.0000221653200192376,NA,"Plastid Transporters","ATP/ADP transporter","NTT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G16300",238.310786743991,1.4204810753179,0.22294468817961,0.0000000000484467861267569,0.000000000485315491662477,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapCp-2",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2009;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G18280",4.35410505815951,-1.70928583886562,2.52872822190699,0.0144535368766256,0.0341584459389341,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,57,318,1.808569,0,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT1G19440",1117.87559078992,-0.688695660339305,0.164136759498907,0.0000172473241613973,0.0000777699172240813,"KCS4","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,59,307,1.70809294,0.26615671,"targetP, RC2",NA,NA,NA,NA,NA,NA
"AT1G19440",1117.87559078992,-0.688695660339305,0.164136759498907,0.0000172473241613973,0.0000777699172240813,"KCS4","Aliphatic Suberin Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.120","147",177,59,306,1.70809294,0.26615671,"targetP, RC2","Mutant characterization (*)",NA,"Preferentially root expressed; protein family of 21 members; other family members may have redundant functions.",NA,NA,NA
"AT1G20950",2219.35892543409,0.749959737700008,0.159579326438289,0.00000161995108481516,0.0000088203803254993,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2015;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c81",NA,NA
"AT1G22710",8447.35072715564,0.439691146162918,0.108361876638903,0.0000419526079381608,0.000177489153288459,NA,"Transporters","sucrose transporter","SUC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Srivastava et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2528097/?tool=pubmed",NA,NA
"AT1G23190",5549.53021452917,1.40430107594059,0.166003964811214,0.00000000000000000743858846039647,0.000000000000000161325952594373,NA,"Glycolysis","phosphoglucomutase","PGM",NA,"5.4.2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fettke et al 2008;http://www.plantphysiol.org/cgi/content/full/148/3/1614",NA,NA
"AT1G23330",404.354914335747,0.51345405180531,0.105853986338658,0.00000106431036325879,0.00000596259110879815,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,68,627,NA,NA,NA,"Sequence homology ONLY (to Staphylococcus lipase BLAST score>100; Staphylococcus lipases exhibit both TAG lipase and phospholipase A1 activities)",NA,NA,NA,NA,NA
"AT1G24280",841.163634738431,1.73239129700739,0.529429154029363,0.000166433199191269,0.000629037901886905,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD3",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G25450",1188.00183631495,-1.05279081052293,0.17354428959493,0.000000000536186404040405,0.00000000473435322141914,"KCS5","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,71,364,2.31094928,3.19388052,"targetP, RC4","Upregulated in epidermis of stems; heterologous expression in yeast","cer60",NA,"Suh et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1310549&tool=pmcentrez","Trenkamp et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=511072&tool=pmcentrez","Hooker et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=166744&tool=pmcentrez"
"AT1G27980",2895.89298205121,0.831940778631082,0.217243134272432,0.000072520240147387,0.000293879205315732,"AtDPL1","Sphingolipid Synthesis","Dihydrosphingosine Phosphate Lyase","DPL1","Dihydrosphingosine Phosphate Lyase","4.1.2.27","143",173,75,397,2.7128535,1.1977052,"targetP, RC3","Heterologous expression",NA,NA,"Tsegaye et al 2007;http://dx.doi.org/10.1074/jbc.M705074200",NA,NA
"AT1G30120",4774.93199950827,-1.15972795650516,0.125985325202791,0.0000000000000000000114907669213744,0.000000000000000000323562415004603,"PDH (E1beta)","Plastidial Fatty Acid Synthesis","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","&beta;-PDH","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","nd,1.2.4.1","12,11",18,77,597,18.1861661,7.31930954,"targetP, RC1","Sequence similarity to H. sapiens pyruvate dehydrogenase E1 beta subunit",NA,NA,"Brown et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15138885","Johnston et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9393637?dopt=Abstract",NA
"AT1G31770",800.511381166675,1.52022212428267,0.222805347451765,0.00000000000195869184559968,0.0000000000232026185755751,"AtWBC14;AtABCG14","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,80,629,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G31812",14684.2960632736,-1.38921752127075,0.129177047553458,0.00000000000000000000000000125660762506873,0.0000000000000000000000000641118721978133,"ACBP6","Eukaryotic Phospholipid Synthesis","Acyl CoA Binding Protein","ACBP","Acyl CoA Binding Protein",NA,NA,277,81,630,NA,NA,NA,"Heterologous protein expression",NA,"cytosolic ACBP","Engeseth et al 1996;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WB5-45S9196-8&_user=10&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=aac4fc0b823e6937a752b74d195cdacc",NA,NA
"AT1G32060",28798.209723419,-1.47710802225549,0.133153091546576,0.0000000000000000000000000000356169905755084,0.00000000000000000000000000202576547942158,NA,"Phosphoribulokinase",NA,"PRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G32200",62.5382551011207,-1.05933653426089,0.30331516194672,0.000183725144607467,0.000688334789997292,"ATS1;ACT1","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Glycerol-3-Phosphate Acyltransferase","GPAT","Glycerol-3-Phosphate Acyltransferase (plastidial)","2.3.1.15","20",26,82,439,3.41618589,5.32313421,"targetP, RC2","Heterologous protein expression, mutant characterization","act1",NA,"Kunst et al 1988;http://www.ncbi.nlm.nih.gov/pubmed/16593939?ordinalpos=13&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Nishida et al 1993;http://www.ncbi.nlm.nih.gov/pubmed/7678766?dopt=Abstract",NA
"AT1G34430",4527.60045163296,-1.57506529039356,0.139321260491461,0.00000000000000000000000000000265563189118379,0.00000000000000000000000000016329917822518,"EMB3003","Plastidial Fatty Acid Synthesis","Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex","DHLAT","Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex","nd,2.3.1.12","12,13",19,87,525,7.03332389,4.25850737,"experimental","Mutant characterization, sequence similarity to A. thaliana At3g25860, Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex",NA,NA,"Lin et al 2003;http://www.ncbi.nlm.nih.gov/pubmed/13677473?dopt=Abstract",NA,NA
"AT1G35580",11.5957247227154,-1.42214692506488,0.627663694490461,0.00493802331343556,0.0132833755137468,NA,"Sucrose Degradation","Neutral invertase","CINV1",NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lou et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1820962/?tool=pubmed",NA,NA
"AT1G36180",630.120823078433,0.532583186033314,0.161014818324941,0.000734842135388033,0.00241649108082612,"ACC2","Plastidial Fatty Acid Synthesis","Acetyl-CoA Carboxylase (Homomeric)","HmACC","Acetyl-CoA Carboxylase (Plastidial, Homomeric)","6.4.1.2 ,nd,6.3.4.14","1,207,192",1,93,480,4.62189856,0.26615671,"targetP, RC2","Sequence similarity to H. sapiens Acetyl-CoA Carboxylase",NA,NA,"Moreau et al 2002;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16326698",NA,NA
"AT1G42970",26505.5897091044,-0.613860870769973,0.161305293714554,0.000103395259167162,0.000406714328617089,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapB",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2011;http://www.plantphysiol.org/cgi/content/full/151/2/543",NA,NA
"AT1G45201",949.078928388674,2.16729328256158,0.161395937928495,0.00000000000000000000000000000000000000000531084558449056,0.000000000000000000000000000000000000000664242410118443,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G45201",24.2681861047274,4.07690207228044,0.769956016816788,0.0000000184493334566995,0.000000133976064405823,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G48300",18827.3655224002,0.593481039568577,0.13531168681066,0.00000873786606398764,0.0000416909479886373,"AtDGAT2","TAG Synthesis","Acyl-CoA : Diacylglycerol Acyltransferase","DAGAT","Acyl-CoA : Diacylglycerol Acyltransferase","2.3.1.20","78",105,98,634,NA,NA,NA,"Sequence similarity to peanut AhDGAT",NA,NA,"Saha et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16798944",NA,NA
"AT1G48600",169.676625413844,1.64411218810541,0.283739129454564,0.00000000148021520792012,0.000000012346307812257,"CPUORF31","Eukaryotic Phospholipid Synthesis","Phosphoethanolamine N-Methyltransferase","PEAMT","Phosphoethanolamine N-Methyltransferase","2.1.1.103","60",72,99,440,3.41618589,12.2432087,"targetP, RC2","homologus to At3g18000",NA,"highest expression in leaves","Cruz-Ramírez et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15295103?dopt=Abstract",NA,NA
"AT1G48750",414.908702952039,1.24398806526788,0.223241664963577,0.00000000801030510789286,0.000000061137570956087,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 2",NA,"162",193,100,522,6.93284783,2.6615671,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT1G49430",1132.36835315399,0.447942953853364,0.165780648592717,0.00582178893693234,0.0153372588916219,"LACS2","Cutin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,576,12.4590309,2.26233204,"targetP, RC2","Heterologous protein expression and mutant characterization","lacs2","protein family of 9 members","Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992"
"AT1G49430",1132.36835315399,0.447942953853364,0.165780648592717,0.00582178893693234,0.0153372588916219,"LACS2","Aliphatic Suberin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,577,12.4590309,2.26233204,"targetP, RC2","Heterologous protein expression and mutant characterization","lacs2","Function shown in cutin (refs.) and suberin (I. Molina, unpublished).  Protein family of 9 members","Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992"
"AT1G49430",1132.36835315399,0.447942953853364,0.165780648592717,0.00582178893693234,0.0153372588916219,"LACS2","Cuticular Wax Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,578,12.4590309,2.26233204,"targetP, RC2","Sequence similarity and heterologous protein expression","lacs2",NA,"Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154"
"AT1G50460",1370.95258007528,-1.23315445807808,0.140641974548174,0.000000000000000000577320696535567,0.0000000000000000138369002290594,NA,"Glycolysis","hexokinase","hxk-like",NA,"2.7.1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karve et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2755033/?tool=pubmed",NA,NA
