"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G56560",1300.10577822412,0.394083298704419,0.113964226979244,0.000431767508994202,0.00202119483061667,NA,"Sucrose Degradation","βfructofuranosidase",NA,NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murayama and  Handa 2008;http://www.springerlink.com/content/d835u47016668885/",NA,NA
"AT1G56630",10.0419326287674,6.35795873939546,2.35317577040948,0.00000220341326320861,0.0000178479869409671,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,127,20,0,0,"targetP, RC2","Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G60810",612.348220180038,-0.484506366791603,0.179598137992791,0.0046929891360474,0.0163017337704514,"ACLA-2","Cuticular Wax Synthesis","ATP Citrate Lyase A subunit","ATP-CL-&alpha;","ATP Citrate Lyase A subunit","4.1.3.8","164",202,133,405,2.81332956,2.12925368,"targetP, RC4","Biochemical assay, Sequence similarity to Hs ACL",NA,NA,NA,NA,NA
"AT1G61800",750.53743709572,4.28331944626824,0.706740871474322,0.0000000000692428133406308,0.00000000130562937493435,NA,"Plastid Transporters","Glc 6-P, TP transporter","GPT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G62430",1668.53066716493,0.479056958128536,0.205596568833094,0.0134204986525422,0.0396802932600754,"AtCDS1","Eukaryotic Phospholipid Synthesis","CDP-DAG Synthase","CDP-DAGS","CDP-DAG Synthase","2.7.7.41","22",28,136,371,2.41142533,1.86309697,"targetP, RC3","Heterologous Protein Expression",NA,NA,"Kopka et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9085581?dopt=Abstract",NA,NA
"AT1G62790",513.464389051785,1.20961172980706,0.211227556041097,0.00000000211354967065647,0.0000000301763460582321,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,139,347,2.10999717,0.66539178,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT1G63050",389.617156013389,-0.427290719362179,0.156687464707003,0.00475539108269481,0.016472571255492,NA,"Eukaryotic Phospholipid Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,140,643,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G63050",389.617156013389,-0.427290719362179,0.156687464707003,0.00475539108269481,0.016472571255492,NA,"TAG Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,140,644,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G63290",1547.0789868812,-0.349240439269921,0.141480055828355,0.0109969002332371,0.0334243203781958,NA,"OPPP","ribulose-phosphate 3-epimerase","epimerase",NA,"5.1.3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G63710",31.8946733814466,2.16710622893864,1.02731395036679,0.00181838484061873,0.00715834140117767,"CYP86A7","Cutin Synthesis","Fatty Acyl omega-Hydroxylase","FAH","Fatty Acyl omega-Hydroxylase (CYP86A)","1.14.13.*","199",279,142,221,1.00476056,0,"targetP, RC3","Heterologous protein expression",NA,NA,NA,NA,NA
"AT1G64400",1197.90001121142,1.76303852806255,0.229836143948678,0.00000000000000212887057624071,0.0000000000000783716569978809,"LACS3","Aliphatic Suberin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,271,1.40666478,3.72619395,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,"mutant characterization","Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484","Lü et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19392700",NA
"AT1G64400",1197.90001121142,1.76303852806255,0.229836143948678,0.00000000000000212887057624071,0.0000000000000783716569978809,"LACS3","Cutin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,270,1.40666478,3.72619395,"targetP, RC2","Heterologous protein expression and sequence similarity",NA,NA,"Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484",NA,NA
"AT1G64400",1197.90001121142,1.76303852806255,0.229836143948678,0.00000000000000212887057624071,0.0000000000000783716569978809,"LACS3","Cuticular Wax Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,143,272,1.40666478,3.72619395,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,NA,"Shockey et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=12177484",NA,NA
"AT1G64670",904.547318150754,0.37286864802498,0.14363770462753,0.00728419901644579,0.023655197819036,"BODYGUARD","Aliphatic Suberin Synthesis","Hydrolase-like Protein","Hydrolase ?","Hydrolase-like Protein (cell wall located)",NA,NA,228,146,333,2.00952111,2.79464546,"targetP,RC 1","Mutant characterization","bodyguard (bdg)","Function shown in cutin; proposed to be involved in cutin assembly. Belongs to the &alpha; , &beta;-hydrolase superfamily","Kurdyukov et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16415209?dopt=Abstract",NA,NA
"AT1G64670",904.547318150754,0.37286864802498,0.14363770462753,0.00728419901644579,0.023655197819036,"BDG","Cutin Synthesis","Hydrolase-like Protein","Hydrolase ?","Hydrolase-like Protein",NA,NA,228,146,332,2.00952111,2.79464546,"targetP,RC 1","Mutant characterization","bodyguard (bdg)","Proposed to be involved in cutin assembly","Kurdyukov et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16415209?dopt=Abstract",NA,NA
"AT1G65260",7070.25751134061,-0.715580269033239,0.0952428199808788,0.0000000000000277275883778338,0.000000000000873884485025614,"VIPP1","Lipid Trafficking","Vesicle-Inducing Protein in Plastids","VIPP1","Vesicle-Inducing Protein in Plastids",NA,NA,241,148,646,NA,NA,NA,"Mutant analysis","hcf155",NA,"Kroll et al 2001;http://www.pnas.org/content/98/7/4238.abstract?ijkey=dff602d93f5a31c641d3fc9c95c4017462e5133a&keytype2=tf_ipsecsha","Westphal et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11274448?ordinalpos=10&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Aseeva et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15210715?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&linkpos=2&log$=relatedarticles&logdbfrom=pubmed"
"AT1G67730",2707.48440583119,0.418488720077938,0.144068162324784,0.00281477131734203,0.0105034446445677,"AtKCR1","Aliphatic Suberin Synthesis","Ketoacyl-CoA Reductase","KCR","Ketoacyl-CoA Reductase","1.1.1.35","148",178,157,599,20.4971153,3.59311559,"targetP, RC2","Mutant and transgenic RNAi lines phenotype; complementation of yeast mutant","atkcr1",NA,"Beaudoin et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19439572?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA,NA
"AT1G67730",2707.48440583119,0.418488720077938,0.144068162324784,0.00281477131734203,0.0105034446445677,"KCR1","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Reductase","KCR","Ketoacyl-CoA Reductase","1.1.1.35","148",178,157,600,20.4971153,3.59311559,"targetP, RC2","Mutant characterization; complements yeast ybr159w mutant; sequence similarity to maize glossy8; upregulated in epidermis","atkcr1","knock-out is embyro lethal; suppressed lines have pleiotropic effects on plant development due to general effect on fatty acid elongation","Beaudoin et al 2009;http://www.plantphysiol.org/cgi/content/abstract/pp.109.137497v1","Beaudoin et al 2002;http://www.jbc.org/cgi/content/full/277/13/11481?view=long&pmid=11792704","Xu et al 1997;http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=158508&blobtype=pdf"
"AT1G71880",8344.51293535668,1.67828926708171,0.290231143099723,0.000000000896327323886532,0.0000000137697040960593,NA,"Transporters","sucrose transporter","SUC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sivitz et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2330317/?tool=pubmed",NA,NA
"AT1G71960",619.736801873508,1.12152360996943,0.129188601643316,0.000000000000000000964348129595596,0.0000000000000000535896206901062,"AtWBC26;AtABCG25","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,169,652,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G73480",1581.0811732682,0.94771124876833,0.237902417496517,0.0000207371022234741,0.000135759584543964,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,175,457,3.91856617,0.13307836,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G73600",673.968269892826,3.00663080550813,0.552248348520758,0.00000000330034363773511,0.0000000453710944131105,NA,"Eukaryotic Phospholipid Synthesis","Phosphoethanolamine N-Methyltransferase","PEAMT","Phosphoethanolamine N-Methyltransferase","2.1.1.103","60",72,178,262,1.30618872,25.9502793,"targetP, RC3","homologus to At3g18000",NA,"Highest expression in leaves","Cruz-Ramírez et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15295103?dopt=Abstract",NA,NA
"AT1G74030",932.81075959845,1.64316266430952,0.233783543440716,0.000000000000276515816037859,0.00000000000768310594561852,NA,"Glycolysis","enolase","ENO",NA,"4.2.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prabhakar et al 2009;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4VM9K9G-3&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=50e448c24c46d54aecd62e4385e22d85",NA,NA
"AT1G74320",1132.95781119339,-0.441027750177594,0.106964834272617,0.0000274418798529107,0.000174651286182508,NA,"Eukaryotic Phospholipid Synthesis","Choline Kinase","CK","Choline Kinase","2.7.1.32","44",54,183,251,1.20571267,0.26615671,"targetP, RC2","putative; Sequence similar to AtCK1",NA,NA,"Tasseva et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15147879?dopt=Abstract",NA,NA
"AT1G74320",1132.95781119339,-0.441027750177594,0.106964834272617,0.0000274418798529107,0.000174651286182508,NA,"TAG Synthesis","Choline Kinase","CK","Choline Kinase","2.7.1.32","44",54,183,250,1.20571267,0.26615671,"targetP, RC2","Sequence similarity to soybean CK1",NA,NA,"Monks et al 1996;http://www.ncbi.nlm.nih.gov/pubmed/8934624",NA,NA
"AT1G74960",47.9213846247427,-1.04135512923951,0.321908304822875,0.000291573689764657,0.00143145581536496,"KASII","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Ketoacyl-ACP Synthase II","KAS II","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,536,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594",NA,"Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",47.9213846247427,-1.04135512923951,0.321908304822875,0.000291573689764657,0.00143145581536496,"KASII (fab1)","Plastidial Fatty Acid Synthesis","Ketoacyl-ACP Synthase II","KASII","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,537,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594","Carlsson et al 2002;http://www3.interscience.wiley.com/journal/118956922/abstract","Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",689.230348531443,-0.891683673613114,0.15350099083363,0.00000000207909919256359,0.000000029797776595711,"KASII","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Ketoacyl-ACP Synthase II","KAS II","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,536,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594",NA,"Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G74960",689.230348531443,-0.891683673613114,0.15350099083363,0.00000000207909919256359,0.000000029797776595711,"KASII (fab1)","Plastidial Fatty Acid Synthesis","Ketoacyl-ACP Synthase II","KASII","Ketoacyl-ACP Synthase II","2.3.1.179","3",8,184,537,7.63618022,5.32313421,"targetP, RC2","RNAi lines and mutant characterization, sequence similarity to E. coli  beta-ketoacyl-acyl carrier protein synthase II","fab1",NA,"Pidkowich et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17360594","Carlsson et al 2002;http://www3.interscience.wiley.com/journal/118956922/abstract","Huang et al 1998;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=9482715"
"AT1G76550",1247.85171185515,0.669944826187682,0.129437490398676,0.000000117245109520645,0.00000122829322588687,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2016;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c82",NA,NA
"AT1G77210",4.03154174228846,-2.44063398219384,1.34459010872926,0.00361250586671641,0.0129938201220718,NA,"Transporters","monosaccharide transporter","STP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Büttner 2007;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4N8C72V-2&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=45cf25c09ee282fe6e89d2829c95f906",NA,NA
"AT1G77210",329.712941595055,-1.39389686128727,0.270875247466947,0.0000000421637184506482,0.00000047832254616974,NA,"Transporters","monosaccharide transporter","STP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Büttner 2007;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4N8C72V-2&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=45cf25c09ee282fe6e89d2829c95f906",NA,NA
"AT1G77420",637.635973111278,0.451704815125909,0.145817112047833,0.00141927384458579,0.00576148463396718,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,190,273,1.40666478,1.59694026,"targetP, RC3","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT1G78050",201.186603354641,0.945990679671592,0.263075964962081,0.0000966853168876445,0.00053808459758453,NA,"Glycolysis","Phosphoglycerate mutase","d-PGM",NA,"5.4.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2013;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT1G78690",313.50833746439,-0.674490422194215,0.186476329015474,0.000144027221867045,0.000767434730747067,NA,"Mitochondrial Phospholipid Synthesis","Cardiolipin Transacylase","TAZ","Cardiolipin Transacylase","2.3.1.23",NA,243,194,140,0.40190422,0.39923507,"targetP, RC4","Sequence similarity to yeast TAZ1",NA,"http://www.ncbi.nlm.nih.gov/pubmed/14551214","Xu  et al, 203;http://www.ncbi.nlm.nih.gov/pubmed/14551214",NA,NA
"AT1G79530",1398.18858975354,1.37754527035747,0.175565578521736,0.00000000000000065749153025663,0.00000000000002601796679565,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapCp-1",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2009;http://www.plantphysiol.org/cgi/content/full/151/2/541",NA,NA
"AT1G79550",1455.53782484214,1.30814575110375,0.282111440627689,0.000000648175760220294,0.00000587088210109939,NA,"Glycolysis","Phosphoglycerate kinase","PGK",NA,"2.7.2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graham et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2174870/?tool=pubmed",NA,NA
"AT1G79750",12774.3856961738,-0.599904964941883,0.0978005647441184,0.00000000049460395946526,0.00000000803999076966256,NA,"Glycolysis","NADP-Malic Enzyme","ATNADP-ME4",NA,"1.1.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1203356/?tool=pubmed",NA,NA
"AT1G80300",5610.74827481388,0.332793958298559,0.0831941346621223,0.0000530366175866753,0.000316258505731797,NA,"Plastid Transporters","ATP/ADP transporter","NTT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G01320",85.3694619044539,-0.687531155074559,0.33381757648493,0.0168546079312584,0.0481442479323111,"AtWBC7;AtABCG7","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,197,658,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G02770",442.905235721116,-0.831441284676975,0.175157632444087,0.000000770709643809407,0.00000689051122024839,NA,"Plastidial Fatty Acid Synthesis",NA,NA,"Holo-ACP Synthase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G04350",231.780888846049,0.660164779231271,0.273567481785399,0.00769209702495678,0.0247383788450984,"LACS8","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase (plastidial)","6.2.1.3","95",124,200,467,4.11951828,1.33078355,"targetP, RC2","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
"AT2G04350",231.780888846049,0.660164779231271,0.273567481785399,0.00769209702495678,0.0247383788450984,"LACS8","Plastidial Fatty Acid Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,200,468,4.11951828,1.33078355,"targetP, RC2","Heterologous protein expression and complementation of yeast mutant",NA,NA,"Shockey et al 2002;http://www.plantphysiol.org/cgi/content/full/129/4/1710",NA,NA
"AT2G04540",679.563178568575,-0.763058017963003,0.142834836488483,0.0000000383044016666042,0.000000438302342913653,"KAS","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Ketoacyl-ACP Synthase","KAS","Ketoacyl-ACP Synthase","2.3.1.41","3",76,201,141,0.40190422,0,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,NA,"Yasuno et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/14660674",NA,NA
"AT2G13560",8911.8336601834,0.321623567105385,0.12492717252154,0.00869416165537019,0.0274308053188579,NA,"Glycolysis","NAD-Malic Enzyme","NAD-ME1",NA,"1.1.1.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2005;http://www.plantphysiol.org/cgi/content/full/139/1/39",NA,NA
"AT2G13610",851.809802787741,-0.792353426110336,0.193214565233239,0.0000163686652879617,0.000109701776413583,"AtWBC5;AtABCG5","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,206,659,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G15050",472.36848129212,0.563029286687129,0.211699961643421,0.00463611648198065,0.0161297580051438,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,208,188,0.80380844,10.7793468,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G15050",97.6993395882423,1.23372067909486,0.327811599499452,0.0000312189846312089,0.000196125958659495,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,208,188,0.80380844,10.7793468,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G18370",231.656745317595,3.04658560964258,0.336842739652305,0.00000000000000000000873081011329796,0.000000000000000000589946899300866,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,213,172,0.60285633,0,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G19880",170.362960319971,0.475126128540955,0.178067352687605,0.00520286013886993,0.0177433179025625,NA,"Sphingolipid Synthesis","Glucosylceramide Synthase (UDP-glucose-dependent)","GCS","Glucosylceramide Synthase (UDP-glucose-dependent)","2.4.1.80","56",67,217,222,1.00476056,0.79847013,"targetP, RC3","Heterologous expression",NA,NA,NA,NA,NA
"AT2G19900",32.8183082202943,3.20656202819128,0.7728408390798,0.0000035683737475846,0.0000275057782860003,NA,"Glycolysis","NADP-Malic Enzyme","ATNADP-ME1",NA,"1.1.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2005;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1203356/?tool=pubmed",NA,NA
"AT2G20860",5290.32765110637,-0.585259966144039,0.104446634441965,0.0000000126767349709168,0.000000156803754687316,"LS;LIP1","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Lipoate Synthase","LS","Lipoate Synthase","2.8.1.8","15",21,218,538,7.73665628,8.9162498,"experimental","Sequence similarity and heterologous protein expression",NA,NA,"Yasuno et al 1998;http://www.ncbi.nlm.nih.gov/pubmed/9808738",NA,NA
"AT2G22230",1260.62935350219,-0.412194660015292,0.131318370327127,0.00129034783036008,0.00530613152706739,NA,"Plastidial Fatty Acid Synthesis","Hydroxyacyl-ACP Dehydrase","HAD","Hydroxyacyl-ACP Dehydrase","4.2.1.*","5",11,221,235,1.10523661,1.73001862,"targetP, RC1","Heterologous protein expression",NA,NA,"Brown et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19101548?dopt=Abstract",NA,NA
"AT2G22480",2461.62329620387,0.957373122191474,0.172711312880914,0.0000000111214820705086,0.000000139137627902579,NA,"Glycolysis","ATP-dependent phosphofructokinase","PFK5",NA,"2.7.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2013;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c79",NA,NA
"AT2G22780",3438.50059408868,0.544766390945226,0.114879656930512,0.00000159924866807207,0.0000133660576280681,NA,"Glycolysis","NAD-dependent malate dehydrogenase","MDH",NA,"1.1.1.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pracharoenwattana et al 2007;http://www3.interscience.wiley.com/journal/118488531/abstract",NA,NA
"AT2G23180",310.764726207152,0.449401632323626,0.171281855691487,0.00628538932623469,0.0208311005472297,"CYP96A1","Cuticular Wax Synthesis","Midchain Alkane Hydroxylase","MAH","Midchain Alkane Hydroxylase / Cytochrome P450, 96A","1.14.13.*","159",189,222,661,NA,NA,NA,"Sequence similarity to MAH1",NA,NA,NA,NA,NA
"AT2G24270",909.913311112605,-0.760686221355741,0.26590756566633,0.00169694749311041,0.00673984056458251,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","non-phosphorylating NADP GAPDH",NA,"1.2.1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rius et al 2002;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577239/?tool=pubmed",NA,NA
"AT2G26560",4770.12760761962,1.09763247336608,0.24372830874648,0.00000160381911912426,0.000013399995405652,"PLA2A","TAG Degradation",NA,NA,"Patatin-like Acyl-Hydrolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G26640",1472.7840195475,-0.58345967884894,0.124304499135614,0.00000157815051771618,0.0000132107281395446,"KCS11","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,228,321,1.808569,1.1977052,"targetP, RC1",NA,NA,NA,NA,NA,NA
"AT2G26870",479.001804468845,1.40278866984135,0.203265296965712,0.00000000000088811735739409,0.0000000000228193203705803,"NPC2","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Phospholipase C (Non specific)","nsPLC","Phospholipase C (Non specific)","3.1.4.3","106",136,232,110,0.20095211,0.26615671,"targetP, RC1","sequence similarity to bacterial PC-PLC",NA,NA,"Nakamura et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15618226?log$=activity",NA,NA
"AT2G28670",26.4728102793005,1.76235180245662,0.608008660843061,0.000369849419771672,0.00176754399976334,"DIR10","Aromatic Suberin Synthesis","Disease resistance-responsive family protein / dirigent protein","DIR","Disease resistance-responsive family protein / dirigent protein",NA,NA,237,236,664,NA,NA,NA,"Mutant characterization","esb1","Mutant characterized by 2-fold increased root suberin. Dirigent proteins are supposed to be involved in  polymerisation of cell wall phenolics","Baxter et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19461889?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA,NA
