"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT1G09780",7736.83266608718,1.13777906793871,0.209414188286545,0.0000000148452018489123,0.000000181322551393429,NA,"Glycolysis","Phosphoglycerate mutase","i-PGM",NA,"5.4.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2009;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT1G12000",3617.89432773218,0.752080703558279,0.179661846316979,0.0000121302815444124,0.00008349276949203,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2014;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c80",NA,NA
"AT1G12240",6794.32051754342,-1.1461480437798,0.226839476294281,0.0000000952105527961664,0.00000101238243537509,NA,"Sucrose Degradation","vacuolar invertase","BFRUCT4",NA,"3.2.1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sergeeva et al 2006;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1413815/?tool=pubmed",NA,NA
"AT1G12640",2020.34209011447,-0.27838650354569,0.100210940337176,0.00473203173473898,0.0164094626510818,NA,"TAG Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,616,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G12640",2020.34209011447,-0.27838650354569,0.100210940337176,0.00473203173473898,0.0164094626510818,NA,"Eukaryotic Phospholipid Synthesis","1-acylglycerol-3-phosphocholine Acyltransferase","LPCAT","1-acylglycerol-3-phosphocholine Acyltransferase","2.3.1.23","185",40,40,615,NA,NA,NA,"Heterologous Protein Expression and Similarity to mammalian LPCATs",NA,NA,"Stahl et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18154737","Hishikawa et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18287005","Zhao et al 2008;http://www.ncbi.nlm.nih.gov/pubmed/18195019"
"AT1G12900",56.5472996376392,-1.51071439986392,0.346733805694947,0.00000176038406976146,0.0000145875457987641,NA,"Glycolysis","NADP-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapA-2",NA,"1.2.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2010;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G13440",10805.3682996484,0.564377317036824,0.148657658402303,0.0000927942057264203,0.00051899916745569,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapC2",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rius et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577239/?tool=pubmed",NA,NA
"AT1G13700",699.081184107974,-0.988075866879567,0.186322972495326,0.000000032295659872658,0.000000372811339373217,NA,"OPPP","6-phosphogluconolactonase","PGL1",NA,"3.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G14290",1814.51341516599,-1.3995135656862,0.183031930813043,0.00000000000000344011096829408,0.000000000000122359021382422,"SBH2","Sphingolipid Synthesis","Sphingobase C4-Hydroxylase","SBH","Sphingobase C4-Hydroxylase","1.14.*","54",65,48,422,3.11475772,3.99235066,"targetP, RC1","Heterologous expression",NA,NA,"Chen et al 2008;http://dx.doi.org/10.1105/tpc.107.057851",NA,NA
"AT1G15500",11118.9212065076,-0.394790178623017,0.101277205007434,0.0000787731177480996,0.000449924250327857,NA,"Plastid Transporters","ATP/ADP transporter","NTT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G16300",238.310786743991,1.23518207632065,0.224525991920338,0.00000000754703228302406,0.0000000977210559405357,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","GapCp-2",NA,"1.2.1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muñoz-Bertomeu  et al 2009;http://www.plantphysiol.org/cgi/content/full/151/2/542",NA,NA
"AT1G18270",12.3579005893025,-1.74925356700607,0.858092189251291,0.00307210706130115,0.0113333802254457,NA,"Glycolysis","fructose-bisphosphate aldolase","FBA",NA,"4.1.2.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G18280",4.35410505815951,-6.42095148223714,3.12934891480948,0.000239034860001718,0.00120088518638096,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,57,318,1.808569,0,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT1G20950",2219.35892543409,0.904977904050676,0.160468831067753,0.00000000584536244356823,0.0000000773642254930468,NA,"Glycolysis","PPi-dependent phosphofructokinase","PFP",NA,"2.7.1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2015;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c81",NA,NA
"AT1G22710",8447.35072715564,0.641118831629208,0.108596640130688,0.00000000188273591584786,0.0000000272059997515454,NA,"Transporters","sucrose transporter","SUC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Srivastava et al 2008;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2528097/?tool=pubmed",NA,NA
"AT1G23190",5549.53021452917,1.06650789216671,0.166273517433409,0.0000000000376240202317184,0.00000000074412894792379,NA,"Glycolysis","phosphoglucomutase","PGM",NA,"5.4.2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fettke et al 2008;http://www.plantphysiol.org/cgi/content/full/148/3/1614",NA,NA
"AT1G23330",404.354914335747,0.322921472309525,0.106283046020679,0.00191564183289867,0.00748626904218577,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,68,627,NA,NA,NA,"Sequence homology ONLY (to Staphylococcus lipase BLAST score>100; Staphylococcus lipases exhibit both TAG lipase and phospholipase A1 activities)",NA,NA,NA,NA,NA
"AT1G24280",841.163634738431,1.70157842631889,0.540970028102538,0.000159760731652288,0.00084188268473945,NA,"OPPP","glucose-6-phosphate 1-dehydrogenase","G6PD3",NA,"1.1.1.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G25450",1188.00183631495,-0.505276496699162,0.170625592886102,0.00192041148229218,0.00750156276000149,"KCS5","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,71,364,2.31094928,3.19388052,"targetP, RC4","Upregulated in epidermis of stems; heterologous expression in yeast","cer60",NA,"Suh et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1310549&tool=pmcentrez","Trenkamp et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=511072&tool=pmcentrez","Hooker et al 2002;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=166744&tool=pmcentrez"
"AT1G30120",4774.93199950827,-0.747748491685644,0.125575418066638,0.00000000113971299224994,0.0000000172267717086197,"PDH (E1beta)","Plastidial Fatty Acid Synthesis","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","&beta;-PDH","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","nd,1.2.4.1","12,11",18,77,597,18.1861661,7.31930954,"targetP, RC1","Sequence similarity to H. sapiens pyruvate dehydrogenase E1 beta subunit",NA,NA,"Brown et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15138885","Johnston et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9393637?dopt=Abstract",NA
"AT1G31480",1234.55325384434,-0.335599384914832,0.0963178499880627,0.000403447344113413,0.00190867772498579,"SGR2","Lipases",NA,NA,"Phospholipase A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G31770",800.511381166675,1.49844979576801,0.223891078874237,0.0000000000030952245016878,0.0000000000729014122104515,"AtWBC14;AtABCG14","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,80,629,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G31812",14684.2960632736,-1.13972558327601,0.129293796022386,0.000000000000000000234880620166028,0.000000000000000013811716109763,"ACBP6","Eukaryotic Phospholipid Synthesis","Acyl CoA Binding Protein","ACBP","Acyl CoA Binding Protein",NA,NA,277,81,630,NA,NA,NA,"Heterologous protein expression",NA,"cytosolic ACBP","Engeseth et al 1996;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WB5-45S9196-8&_user=10&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=aac4fc0b823e6937a752b74d195cdacc",NA,NA
"AT1G32060",28798.209723419,-0.894676107560718,0.133246798590844,0.00000000000650753657209584,0.00000000014434649687556,NA,"Phosphoribulokinase",NA,"PRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G34430",4527.60045163296,-1.00280347523329,0.139068250488308,0.000000000000156565141248098,0.0000000000044976117351981,"EMB3003","Plastidial Fatty Acid Synthesis","Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex","DHLAT","Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex","nd,2.3.1.12","12,13",19,87,525,7.03332389,4.25850737,"experimental","Mutant characterization, sequence similarity to A. thaliana At3g25860, Dihydrolipoamide Acetyltransferase, E2 component of Pyruvate Dehydrogenase Complex",NA,NA,"Lin et al 2003;http://www.ncbi.nlm.nih.gov/pubmed/13677473?dopt=Abstract",NA,NA
"AT1G45201",949.078928388674,1.80163494418773,0.161993888121871,0.0000000000000000000000000000101476946069376,0.00000000000000000000000000166707595464597,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G45201",24.2681861047274,2.98205798857454,0.790246851704782,0.0000175635792565569,0.000116875615381924,NA,"TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,95,631,NA,NA,NA,"Sequence homology ONLY (to castor bean acid lipase BLAST score>100)",NA,NA,NA,NA,NA
"AT1G48300",18827.3655224002,0.54949462610522,0.135147834432686,0.0000304891208318934,0.000191999650471087,"AtDGAT2","TAG Synthesis","Acyl-CoA : Diacylglycerol Acyltransferase","DAGAT","Acyl-CoA : Diacylglycerol Acyltransferase","2.3.1.20","78",105,98,634,NA,NA,NA,"Sequence similarity to peanut AhDGAT",NA,NA,"Saha et al 2006;http://www.ncbi.nlm.nih.gov/pubmed/16798944",NA,NA
"AT1G48600",169.676625413844,1.54626641978687,0.286014511722479,0.00000000961507549908015,0.000000121857405734485,"CPUORF31","Eukaryotic Phospholipid Synthesis","Phosphoethanolamine N-Methyltransferase","PEAMT","Phosphoethanolamine N-Methyltransferase","2.1.1.103","60",72,99,440,3.41618589,12.2432087,"targetP, RC2","homologus to At3g18000",NA,"highest expression in leaves","Cruz-Ramírez et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15295103?dopt=Abstract",NA,NA
"AT1G48750",414.908702952039,0.825826557438044,0.223310815009201,0.0000803967585343645,0.000458102926094899,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 2",NA,"162",193,100,522,6.93284783,2.6615671,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT1G49430",1132.36835315399,0.638631163623527,0.166617416040728,0.0000709393315413065,0.000409609640792662,"LACS2","Cuticular Wax Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,578,12.4590309,2.26233204,"targetP, RC2","Sequence similarity and heterologous protein expression","lacs2",NA,"Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154"
"AT1G49430",1132.36835315399,0.638631163623527,0.166617416040728,0.0000709393315413065,0.000409609640792662,"LACS2","Cutin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,576,12.4590309,2.26233204,"targetP, RC2","Heterologous protein expression and mutant characterization","lacs2","protein family of 9 members","Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992"
"AT1G49430",1132.36835315399,0.638631163623527,0.166617416040728,0.0000709393315413065,0.000409609640792662,"LACS2","Aliphatic Suberin Synthesis","Long-Chain Acyl-CoA Synthetase","LACS","Long-Chain Acyl-CoA Synthetase","6.2.1.3","95",124,103,577,12.4590309,2.26233204,"targetP, RC2","Heterologous protein expression and mutant characterization","lacs2","Function shown in cutin (refs.) and suberin (I. Molina, unpublished).  Protein family of 9 members","Schnurr et al 2004;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=14973169","Bessire et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17396154","Tang et al 2007;http://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pubmed&pubmedid=17434992"
"AT1G50460",1370.95258007528,-1.06642827858264,0.140688119492718,0.00000000000000878591202451024,0.00000000000029569487524232,NA,"Glycolysis","hexokinase","hxk-like",NA,"2.7.1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karve et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2755033/?tool=pubmed",NA,NA
"AT1G51680",54.3495482911326,0.761408047633849,0.363010979195729,0.0134621088659651,0.0397898944722695,"At-4CL1","Aromatic Suberin Synthesis","4-Coumarate-CoA Ligase","4CL","4-Coumarate-CoA Ligase","6.2.1.12","191",234,109,637,NA,NA,NA,"Heterologous expression",NA,"Activate 4-coumarate and ferulate","Ehlting et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11576429?ordinalpos=16&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Ehlting et al 1999;http://www.ncbi.nlm.nih.gov/pubmed/10417722?dopt=Abstract",NA
"AT1G52760",2173.51558087505,0.433950441422666,0.148318441457673,0.00255757735097875,0.00965889664805697,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,112,471,4.21999433,1.46386191,"targetP, RC4","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score=90)",NA,NA,NA,NA,NA
"AT1G53240",7334.93099598653,0.826295255664524,0.163113362096515,0.000000160922828272872,0.0000016458585763239,NA,"Glycolysis","NAD-dependent malate dehydrogenase","MDH",NA,"1.1.1.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT1G53270",23.0662011336974,3.37273072242448,0.813272504646047,0.0000041688488361453,0.0000315787295844609,"AtWBC10;AtABCG10","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,113,638,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G53310",404.626335713255,1.7106478242557,0.346232579039287,0.000000091058186576697,0.000000971373552828117,NA,"Glycolysis","phosphoenolpyruvate carboxylase","PECP1",NA,"4.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gregory et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677216/?tool=pubmed",NA,NA
"AT1G53310",91.2668573533949,0.987022382037532,0.45866199431938,0.00724957453495026,0.0235602209014797,NA,"Glycolysis","phosphoenolpyruvate carboxylase","PECP1",NA,"4.1.1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gregory et al 2009;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677216/?tool=pubmed",NA,NA
"AT1G53390",2499.81165448573,0.298589473412231,0.125788982280174,0.0154633623542305,0.0447439981815222,"AtWBC25;AtABCG24","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,114,639,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT1G54060",1221.5871602175,-0.643614737796065,0.0959548117369553,0.0000000000103651023871818,0.000000000223500177397108,"ASIL1","TAG Synthesis","Trihelix DNA Binding Family","Regulatory protein","Trihelix DNA Binding Family",NA,NA,260,115,640,NA,NA,NA,"Mutant Analysis","asil1",NA,"Gao et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19155348",NA,NA
"AT1G55260",446.500451446655,0.402458853429026,0.1621768452341,0.00998280249662867,0.0307978830544465,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,124,589,15.5737886,6.12160434,"targetP, RC3","Sequence similarity",NA,NA,NA,NA,NA
