KO20vsWT20,KO60vsWT60,KO20vsWT20|KO40vsWT40,KO20vsWT20|KO60vsWT60,KO40vsWT40|KO80vsWT80,KO60vsWT60|KO80vsWT80,KO20vsWT20|KO60vsWT60|KO80vsWT80,KO40vsWT40|KO60vsWT60|KO80vsWT80,KO20vsWT20|KO40vsWT40|KO60vsWT60|KO80vsWT80
AT2G32950,AT1G67970,AT5G66570,AT3G25230,AT3G03380,AT1G06460,AT3G15850,AT4G04810,AT2G30950
,AT1G77510,,,,AT1G21910,,,AT3G50820
,AT2G26300,,,,AT2G26150,,,AT4G30950
,AT2G38340,,,,AT3G02990,,,AT4G35000
,AT3G08970,,,,AT5G48570,,,
,AT4G14690,,,,,,,
,AT4G18880,,,,,,,
,AT5G03720,,,,,,,
